X,Y,Z,B0
0.005,-0.015,-0.03,0.04417375
0.01,-0.015,-0.03,0.044173500000000004
0.015,-0.015,-0.03,0.04419675
0.02,-0.015,-0.03,0.044225
0.025,-0.015,-0.03,0.044261
0.03,-0.015,-0.03,0.044299
0.035,-0.015,-0.03,0.044338
-0.035,-0.01,-0.03,0.044410000000000005
-0.03,-0.01,-0.03,0.044364
-0.025,-0.01,-0.03,0.044325
-0.02,-0.01,-0.03,0.044284
-0.015,-0.01,-0.03,0.044248
-0.01,-0.01,-0.03,0.044219999999999995
-0.005,-0.01,-0.03,0.044196
0.0,-0.01,-0.03,0.044183
0.005,-0.01,-0.03,0.044176000000000014
0.01,-0.01,-0.03,0.04418200000000001
0.015,-0.01,-0.03,0.044197
0.02,-0.01,-0.03,0.044224
0.025,-0.01,-0.03,0.044252
0.03,-0.01,-0.03,0.044295
0.035,-0.01,-0.03,0.044337
-0.035,-0.005,-0.03,0.04440266666666666
-0.03,-0.005,-0.03,0.0443685
-0.025,-0.005,-0.03,0.0443315
-0.02,-0.005,-0.03,0.0442955
-0.015,-0.005,-0.03,0.04425925
-0.01,-0.005,-0.03,0.044229000000000004
-0.005,-0.005,-0.03,0.0442
0.0,-0.005,-0.03,0.04419
0.005,-0.005,-0.03,0.04418175
0.01,-0.005,-0.03,0.0441905
0.015,-0.005,-0.03,0.0442005
0.02,-0.005,-0.03,0.0442385
0.025,-0.005,-0.03,0.04427025
0.03,-0.005,-0.03,0.044305000000000004
0.035,-0.005,-0.03,0.04434433333333333
-0.04,0.0,-0.03,0.044391
-0.035,0.0,-0.03,0.044412
-0.03,0.0,-0.03,0.044360000000000004
-0.025,0.0,-0.03,0.044327
-0.02,0.0,-0.03,0.044295999999999995
-0.015,0.0,-0.03,0.0442595
-0.01,0.0,-0.03,0.044233
-0.005,0.0,-0.03,0.044206
0.0,0.0,-0.03,0.044194
0.005,0.0,-0.03,0.0441945
0.01,0.0,-0.03,0.044197
0.015,0.0,-0.03,0.044219
0.02,0.0,-0.03,0.044249000000000004
0.025,0.0,-0.03,0.0442725
0.03,0.0,-0.03,0.044316
0.035,0.0,-0.03,0.044358
0.04,0.0,-0.03,0.044402
-0.035,0.005,-0.03,0.044314
-0.03,0.005,-0.03,0.044364999999999995
-0.025,0.005,-0.03,0.04432525
-0.02,0.005,-0.03,0.0442885
-0.015,0.005,-0.03,0.04425625
-0.01,0.005,-0.03,0.044227999999999996
-0.005,0.005,-0.03,0.04419925
0.0,0.005,-0.03,0.0441875
0.005,0.005,-0.03,0.0441955
0.01,0.005,-0.03,0.0442005
0.015,0.005,-0.03,0.044222750000000005
0.02,0.005,-0.03,0.044243
0.025,0.005,-0.03,0.04427775
0.03,0.005,-0.03,0.0443175
0.035,0.005,-0.03,0.04435633333333333
-0.035,0.01,-0.03,0.044407
-0.03,0.01,-0.03,0.044364
-0.025,0.01,-0.03,0.0443235
-0.02,0.01,-0.03,0.044284
-0.015,0.01,-0.03,0.044249000000000004
-0.01,0.01,-0.03,0.044219
-0.005,0.01,-0.03,0.0441985
0.0,0.01,-0.03,0.044189
0.005,0.01,-0.03,0.044179500000000003
0.01,0.01,-0.03,0.044201
0.015,0.01,-0.03,0.0442115
0.02,0.01,-0.03,0.044243
0.025,0.01,-0.03,0.044288
0.03,0.01,-0.03,0.044371
0.035,0.01,-0.03,0.044416000000000004
-0.035,0.015,-0.03,0.044438
-0.03,0.015,-0.03,0.04438
-0.025,0.015,-0.03,0.0443355
-0.02,0.015,-0.03,0.044286
-0.015,0.015,-0.03,0.04422175
-0.01,0.015,-0.03,0.0441975
-0.005,0.015,-0.03,0.04418375
0.0,0.015,-0.03,0.044166000000000004
0.005,0.015,-0.03,0.04416725
0.01,0.015,-0.03,0.0441845
0.015,0.015,-0.03,0.04421925
0.02,0.015,-0.03,0.044274
0.025,0.015,-0.03,0.044305000000000004
0.03,0.015,-0.03,0.044348
0.035,0.015,-0.03,0.044389
-0.03,0.02,-0.03,0.044356
-0.025,0.02,-0.03,0.0443155
-0.02,0.02,-0.03,0.044271
