X,Y,Z,B0
-0.005,0.015,-0.04,0.045594599633955554
0.0,0.015,-0.04,0.045599221693953244
0.005,0.015,-0.04,0.0456039105272348
0.01,0.015,-0.04,0.04560550142121467
0.015,0.015,-0.04,0.04560091253549803
0.02,0.015,-0.04,0.04558888396846453
0.025,0.015,-0.04,0.04557110435468268
-0.02,0.02,-0.04,0.04558678973413239
-0.015,0.02,-0.04,0.045585076631669164
-0.01,0.02,-0.04,0.04558785053294663
-0.005,0.02,-0.04,0.045593037272046624
0.0,0.02,-0.04,0.04559899505195587
0.005,0.02,-0.04,0.04560392602603808
0.01,0.02,-0.04,0.04560568695114541
0.015,0.02,-0.04,0.04560248452867018
0.02,0.02,-0.04,0.04559404852108277
-0.015,0.025,-0.04,0.04558126811187872
-0.01,0.025,-0.04,0.04558633000551058
-0.005,0.025,-0.04,0.04559174949499031
0.0,0.025,-0.04,0.04559711107294524
0.005,0.025,-0.04,0.045601455317526206
0.01,0.025,-0.04,0.04560336278942511
0.015,0.025,-0.04,0.04560172903443295
0.0,0.03,-0.04,0.04559063492888907
-0.005,-0.035,-0.035,0.045690703903375506
0.0,-0.035,-0.035,0.04571941836752879
0.005,-0.035,-0.035,0.04574098026979177
-0.015,-0.03,-0.035,0.04564752959394017
-0.01,-0.03,-0.035,0.04565622381230065
-0.005,-0.03,-0.035,0.04567360199451546
0.0,-0.03,-0.035,0.045695937227735434
0.005,-0.03,-0.035,0.045717508708094344
0.01,-0.03,-0.035,0.04573576202054482
0.015,-0.03,-0.035,0.045752075776219744
-0.025,-0.025,-0.035,0.045657488442407745
-0.02,-0.025,-0.035,0.045659092424206134
-0.015,-0.025,-0.035,0.04565870103793297
-0.01,-0.025,-0.035,0.04566097834611565
-0.005,-0.025,-0.035,0.04566934464096515
0.0,-0.025,-0.035,0.0456833802159764
0.005,-0.025,-0.035,0.045700215774366636
0.01,-0.025,-0.035,0.045716974075590625
0.015,-0.025,-0.035,0.04573229877082633
0.02,-0.025,-0.035,0.04574631082601959
0.025,-0.025,-0.035,0.04575869342361097
-0.025,-0.02,-0.035,0.045679918400802294
-0.02,-0.02,-0.035,0.04567835901030118
-0.015,-0.02,-0.035,0.0456742583127057
-0.01,-0.02,-0.035,0.045671374548293564
-0.005,-0.02,-0.035,0.04567285139889711
0.0,-0.02,-0.035,0.0456794941545035
0.005,-0.02,-0.035,0.04568977314694255
0.01,-0.02,-0.035,0.045700972342094054
0.015,-0.02,-0.035,0.04571065006248899
0.02,-0.02,-0.035,0.04571740863869125
0.025,-0.02,-0.035,0.04572028854455409
-0.03,-0.015,-0.035,0.045694454177239704
-0.025,-0.015,-0.035,0.045696891023868716
-0.02,-0.015,-0.035,0.04569326625133638
-0.015,-0.015,-0.035,0.045686379576945546
-0.01,-0.015,-0.035,0.04567969143683407
-0.005,-0.015,-0.035,0.04567612553233987
0.0,-0.015,-0.035,0.04567684475724848
0.005,-0.015,-0.035,0.04568088946535962
0.01,-0.015,-0.035,0.045685800732427694
0.015,-0.015,-0.035,0.04568887050390178
0.02,-0.015,-0.035,0.04568820282465041
0.025,-0.015,-0.035,0.04568282509632185
0.03,-0.015,-0.035,0.04567187069020279
-0.03,-0.01,-0.035,0.04570164573723299
-0.025,-0.01,-0.035,0.045703390554366105
-0.02,-0.01,-0.035,0.04569798528539238
-0.015,-0.01,-0.035,0.04568879531183366
-0.01,-0.01,-0.035,0.045679296143862964
-0.005,-0.01,-0.035,0.04567231442585855
0.0,-0.01,-0.035,0.04566906791618514
0.005,-0.01,-0.035,0.04566874571036481
0.01,-0.01,-0.035,0.04566894514284428
0.015,-0.01,-0.035,0.045666834990662666
0.02,-0.01,-0.035,0.04566037994196387
0.025,-0.01,-0.035,0.04564884181890501
0.03,-0.01,-0.035,0.04563212988011515
-0.035,-0.005,-0.035,0.04568636279724891
-0.03,-0.005,-0.035,0.04569790770439061
-0.025,-0.005,-0.035,0.045698225422122124
-0.02,-0.005,-0.035,0.04569111802641474
-0.015,-0.005,-0.035,0.04568027369001028
-0.01,-0.005,-0.035,0.04566918888212391
-0.005,-0.005,-0.035,0.04566056308595771
0.0,-0.005,-0.035,0.04565548842803375
0.005,-0.005,-0.035,0.04565304621113732
0.01,-0.005,-0.035,0.04565071355021688
0.015,-0.005,-0.035,0.04564552182546326
0.02,-0.005,-0.035,0.04563542058092305
0.025,-0.005,-0.035,0.04562001671660992
0.03,-0.005,-0.035,0.045600012911379294
0.035,-0.005,-0.035,0.04557542577679538
-0.035,0.0,-0.035,0.045676598585629696
-0.03,0.0,-0.035,0.04568558175713376
-0.025,0.0,-0.035,0.04568391064854758
-0.02,0.0,-0.035,0.04567559367291634
-0.015,0.0,-0.035,0.04566432196326817
-0.01,0.0,-0.035,0.04565332090779382
-0.005,0.0,-0.035,0.04564490637506865
0.0,0.0,-0.035,0.04563984139015203
0.005,0.0,-0.035,0.0456370082277736
0.01,0.0,-0.035,0.045633792346607076
0.015,0.0,-0.035,0.045627227750898586
0.02,0.0,-0.035,0.045615395648712025
0.025,0.0,-0.035,0.045598279452033603
0.03,0.0,-0.035,0.04557727554322975
0.035,0.0,-0.035,0.04555334599929779
-0.035,0.005,-0.035,0.045664631120623814
-0.03,0.005,-0.035,0.04566965794315841
-0.025,0.005,-0.035,0.04566568969141478
-0.02,0.005,-0.035,0.045656810550611555
-0.015,0.005,-0.035,0.04564640544518943
-0.01,0.005,-0.035,0.0456370298165687
-0.005,0.005,-0.035,0.045630271212690844
0.0,0.005,-0.035,0.04562638880618112
0.005,0.005,-0.035,0.04562409246549642
0.01,0.005,-0.035,0.045620881882615906
0.015,0.005,-0.035,0.045614066950773476
0.02,0.005,-0.035,0.045602057419492276
0.025,0.005,-0.035,0.04558516827260397
0.03,0.005,-0.035,0.045565147281680964
0.035,0.005,-0.035,0.045543431039250445
-0.03,0.01,-0.035,0.045656315294944606
-0.025,0.01,-0.035,0.04564952153901751
-0.02,0.01,-0.035,0.04564025521234167
-0.015,0.01,-0.035,0.04563130292460215
-0.01,0.01,-0.035,0.04562422607122677
-0.005,0.01,-0.035,0.04561965909058195
0.0,0.01,-0.035,0.045617291684596134
0.005,0.01,-0.035,0.04561576328697008
0.01,0.01,-0.035,0.04561291156288175
0.015,0.01,-0.035,0.04560657860104981
0.02,0.01,-0.035,0.0455956553658716
0.025,0.01,-0.035,0.04558068336996079
0.03,0.01,-0.035,0.045563308498800005
-0.03,0.015,-0.035,0.04565030297931436
-0.025,0.015,-0.035,0.045639623660950375
