X,Y,Z,Bz
-20.0,20.0,-25.0,442.935
-15.0,20.0,-25.0,442.665
-10.0,20.0,-25.0,442.445
-5.0,20.0,-25.0,442.3225
0.0,20.0,-25.0,442.29
5.0,20.0,-25.0,442.3525
10.0,20.0,-25.0,442.525
15.0,20.0,-25.0,442.73499999999996
20.0,20.0,-25.0,443.025
25.0,20.0,-25.0,443.36249999999995
30.0,20.0,-25.0,443.72999999999996
35.0,20.0,-25.0,444.1066666666666
-35.0,25.0,-25.0,443.745
-30.0,25.0,-25.0,443.42333333333335
-25.0,25.0,-25.0,443.11
-20.0,25.0,-25.0,442.7475
-15.0,25.0,-25.0,442.58875
-10.0,25.0,-25.0,442.33000000000004
-5.0,25.0,-25.0,442.285
0.0,25.0,-25.0,442.28000000000003
5.0,25.0,-25.0,442.29749999999996
10.0,25.0,-25.0,442.48499999999996
15.0,25.0,-25.0,442.6975
20.0,25.0,-25.0,443.09000000000003
25.0,25.0,-25.0,443.4757142857143
30.0,25.0,-25.0,443.85999999999996
35.0,25.0,-25.0,444.28749999999997
-30.0,30.0,-25.0,443.11
-25.0,30.0,-25.0,443.04
-20.0,30.0,-25.0,442.76000000000005
-15.0,30.0,-25.0,442.4225
-10.0,30.0,-25.0,442.27500000000003
-5.0,30.0,-25.0,442.2075
0.0,30.0,-25.0,442.25
5.0,30.0,-25.0,442.4025
10.0,30.0,-25.0,442.575
15.0,30.0,-25.0,442.86
20.0,30.0,-25.0,443.245
25.0,30.0,-25.0,443.72
30.0,30.0,-25.0,444.07
-25.0,35.0,-25.0,442.905
-20.0,35.0,-25.0,442.6033333333333
-15.0,35.0,-25.0,442.33666666666664
-10.0,35.0,-25.0,442.20000000000005
-5.0,35.0,-25.0,442.2628571428572
0.0,35.0,-25.0,442.4375
5.0,35.0,-25.0,442.5842857142857
10.0,35.0,-25.0,442.76
15.0,35.0,-25.0,443.02166666666665
20.0,35.0,-25.0,443.3433333333333
25.0,35.0,-25.0,443.825
-15.0,40.0,-25.0,442.09499999999997
-10.0,40.0,-25.0,441.90999999999997
-5.0,40.0,-25.0,442.18666666666667
0.0,40.0,-25.0,442.445
5.0,40.0,-25.0,442.5933333333333
10.0,40.0,-25.0,442.68
15.0,40.0,-25.0,443.035
-5.0,-45.0,-20.0,442.965
0.0,-45.0,-20.0,443.46
5.0,-45.0,-20.0,443.56
-20.0,-40.0,-20.0,442.66
-15.0,-40.0,-20.0,442.555
-10.0,-40.0,-20.0,442.64
-5.0,-40.0,-20.0,442.865
0.0,-40.0,-20.0,443.12
5.0,-40.0,-20.0,443.34
10.0,-40.0,-20.0,443.45
15.0,-40.0,-20.0,443.655
20.0,-40.0,-20.0,444.01
-25.0,-35.0,-20.0,443.19666666666666
-20.0,-35.0,-20.0,442.935
-15.0,-35.0,-20.0,442.735
-10.0,-35.0,-20.0,442.715
-5.0,-35.0,-20.0,442.89
0.0,-35.0,-20.0,442.84499999999997
5.0,-35.0,-20.0,442.9575
10.0,-35.0,-20.0,443.16999999999996
15.0,-35.0,-20.0,443.4025
20.0,-35.0,-20.0,443.705
25.0,-35.0,-20.0,444.06
-30.0,-30.0,-20.0,443.61999999999995
-25.0,-30.0,-20.0,443.375
-20.0,-30.0,-20.0,443.10999999999996
-15.0,-30.0,-20.0,442.945
-10.0,-30.0,-20.0,442.72999999999996
-5.0,-30.0,-20.0,442.735
0.0,-30.0,-20.0,442.73
5.0,-30.0,-20.0,442.885
10.0,-30.0,-20.0,443.01
15.0,-30.0,-20.0,443.2
20.0,-30.0,-20.0,443.49
25.0,-30.0,-20.0,443.755
30.0,-30.0,-20.0,443.96
-35.0,-25.0,-20.0,443.90999999999997
-30.0,-25.0,-20.0,443.60499999999996
-25.0,-25.0,-20.0,443.315
-20.0,-25.0,-20.0,443.065
-15.0,-25.0,-20.0,442.85749999999996
-10.0,-25.0,-20.0,442.76
-5.0,-25.0,-20.0,442.6525
0.0,-25.0,-20.0,442.685
5.0,-25.0,-20.0,442.67499999999995
10.0,-25.0,-20.0,442.875
15.0,-25.0,-20.0,443.0325
20.0,-25.0,-20.0,443.23999999999995
25.0,-25.0,-20.0,443.52
30.0,-25.0,-20.0,443.79999999999995
35.0,-25.0,-20.0,444.09666666666664
-40.0,-20.0,-20.0,443.84999999999997
-35.0,-20.0,-20.0,444.125
-30.0,-20.0,-20.0,443.84999999999997
-25.0,-20.0,-20.0,443.53499999999997
-20.0,-20.0,-20.0,443.28
-15.0,-20.0,-20.0,443.04999999999995
-10.0,-20.0,-20.0,442.85999999999996
-5.0,-20.0,-20.0,442.71
0.0,-20.0,-20.0,442.65
5.0,-20.0,-20.0,442.725
10.0,-20.0,-20.0,442.8
15.0,-20.0,-20.0,442.975
20.0,-20.0,-20.0,443.24
25.0,-20.0,-20.0,443.455
30.0,-20.0,-20.0,443.73
35.0,-20.0,-20.0,444.06
40.0,-20.0,-20.0,444.4
-40.0,-15.0,-20.0,444.54499999999996
-35.0,-15.0,-20.0,444.17749999999995
-30.0,-15.0,-20.0,443.86999999999995
-25.0,-15.0,-20.0,443.4825
-20.0,-15.0,-20.0,443.175
-15.0,-15.0,-20.0,442.94500000000005
-10.0,-15.0,-20.0,442.76500000000004
-5.0,-15.0,-20.0,442.69500000000005
0.0,-15.0,-20.0,442.615
5.0,-15.0,-20.0,442.6275
10.0,-15.0,-20.0,442.75
15.0,-15.0,-20.0,442.915
20.0,-15.0,-20.0,443.18
25.0,-15.0,-20.0,443.47
30.0,-15.0,-20.0,443.77000000000004
35.0,-15.0,-20.0,444.0725
40.0,-15.0,-20.0,444.495
-40.0,-10.0,-20.0,444.72
-35.0,-10.0,-20.0,444.28000000000003
-30.0,-10.0,-20.0,443.82
-25.0,-10.0,-20.0,443.54
-20.0,-10.0,-20.0,443.32
-15.0,-10.0,-20.0,443.04
-10.0,-10.0,-20.0,442.79
-5.0,-10.0,-20.0,442.71000000000004
0.0,-10.0,-20.0,442.69
5.0,-10.0,-20.0,442.63
10.0,-10.0,-20.0,442.78000000000003
15.0,-10.0,-20.0,442.89500000000004
20.0,-10.0,-20.0,443.06
25.0,-10.0,-20.0,443.39500000000004
30.0,-10.0,-20.0,443.77000000000004
35.0,-10.0,-20.0,444.15500000000003
40.0,-10.0,-20.0,444.54
-45.0,-5.0,-20.0,445.18
-40.0,-5.0,-20.0,444.73
-35.0,-5.0,-20.0,444.315
-30.0,-5.0,-20.0,443.88
-25.0,-5.0,-20.0,443.6125
-20.0,-5.0,-20.0,443.295
-15.0,-5.0,-20.0,443.0325
-10.0,-5.0,-20.0,442.85999999999996
-5.0,-5.0,-20.0,442.7425
0.0,-5.0,-20.0,442.675
5.0,-5.0,-20.0,442.69500000000005
10.0,-5.0,-20.0,442.815
15.0,-5.0,-20.0,442.82750000000004
20.0,-5.0,-20.0,443.08000000000004
25.0,-5.0,-20.0,443.3525
30.0,-5.0,-20.0,443.67499999999995
35.0,-5.0,-20.0,444.02
40.0,-5.0,-20.0,444.515
45.0,-5.0,-20.0,445.04499999999996
-45.0,0.0,-20.0,445.13
-40.0,0.0,-20.0,444.69
-35.0,0.0,-20.0,444.27
-30.0,0.0,-20.0,443.85999999999996
-25.0,0.0,-20.0,443.60499999999996
-20.0,0.0,-20.0,443.21
-15.0,0.0,-20.0,442.965
-10.0,0.0,-20.0,442.78
-5.0,0.0,-20.0,442.635
0.0,0.0,-20.0,442.67999999999995
5.0,0.0,-20.0,442.67999999999995
10.0,0.0,-20.0,442.78
15.0,0.0,-20.0,442.96999999999997
20.0,0.0,-20.0,443.21
25.0,0.0,-20.0,443.40999999999997
30.0,0.0,-20.0,443.71999999999997
35.0,0.0,-20.0,444.095
40.0,0.0,-20.0,444.54
45.0,0.0,-20.0,444.99
-45.0,5.0,-20.0,445.065
-40.0,5.0,-20.0,444.66499999999996
-35.0,5.0,-20.0,444.245
-30.0,5.0,-20.0,443.84499999999997
-25.0,5.0,-20.0,443.5825
-20.0,5.0,-20.0,443.25
-15.0,5.0,-20.0,442.96999999999997
-10.0,5.0,-20.0,442.8
-5.0,5.0,-20.0,442.69
0.0,5.0,-20.0,442.56
5.0,5.0,-20.0,442.6525
10.0,5.0,-20.0,442.71500000000003
15.0,5.0,-20.0,442.83250000000004
20.0,5.0,-20.0,443.09
25.0,5.0,-20.0,443.35749999999996
30.0,5.0,-20.0,443.73499999999996
35.0,5.0,-20.0,444.23
40.0,5.0,-20.0,444.685
45.0,5.0,-20.0,445.075
-40.0,10.0,-20.0,444.55
-35.0,10.0,-20.0,444.14
-30.0,10.0,-20.0,443.84
-25.0,10.0,-20.0,443.5
-20.0,10.0,-20.0,443.17
-15.0,10.0,-20.0,443.105
-10.0,10.0,-20.0,442.92
-5.0,10.0,-20.0,442.585
0.0,10.0,-20.0,442.53000000000003
5.0,10.0,-20.0,442.60499999999996
10.0,10.0,-20.0,442.5
15.0,10.0,-20.0,442.785
20.0,10.0,-20.0,443.19
25.0,10.0,-20.0,443.495
30.0,10.0,-20.0,443.88
35.0,10.0,-20.0,444.335
40.0,10.0,-20.0,444.78999999999996
-40.0,15.0,-20.0,444.63
-35.0,15.0,-20.0,444.1825
-30.0,15.0,-20.0,443.735
-25.0,15.0,-20.0,443.45
-20.0,15.0,-20.0,443.21500000000003
-15.0,15.0,-20.0,442.89
-10.0,15.0,-20.0,442.71500000000003
-5.0,15.0,-20.0,442.62
0.0,15.0,-20.0,442.545
5.0,15.0,-20.0,442.61
10.0,15.0,-20.0,442.785
15.0,15.0,-20.0,443.0425
20.0,15.0,-20.0,443.40000000000003
25.0,15.0,-20.0,443.62
30.0,15.0,-20.0,443.96000000000004
35.0,15.0,-20.0,444.33500000000004
40.0,15.0,-20.0,444.8
-40.0,20.0,-20.0,444.22
-35.0,20.0,-20.0,443.925
-30.0,20.0,-20.0,443.6
-25.0,20.0,-20.0,443.28000000000003
-20.0,20.0,-20.0,443.01
-15.0,20.0,-20.0,442.825
-10.0,20.0,-20.0,442.66
-5.0,20.0,-20.0,442.555
0.0,20.0,-20.0,442.55
5.0,20.0,-20.0,442.60499999999996
10.0,20.0,-20.0,442.75
15.0,20.0,-20.0,443.03
20.0,20.0,-20.0,443.3
25.0,20.0,-20.0,443.615
30.0,20.0,-20.0,443.94
35.0,20.0,-20.0,444.335
40.0,20.0,-20.0,444.76
-35.0,25.0,-20.0,443.68
-30.0,25.0,-20.0,443.40500000000003
-25.0,25.0,-20.0,443.1625
-20.0,25.0,-20.0,442.85
-15.0,25.0,-20.0,442.665
-10.0,25.0,-20.0,442.62
-5.0,25.0,-20.0,442.63250000000005
0.0,25.0,-20.0,442.60499999999996
5.0,25.0,-20.0,442.66999999999996
10.0,25.0,-20.0,442.865
15.0,25.0,-20.0,443.0925
20.0,25.0,-20.0,443.40000000000003
25.0,25.0,-20.0,443.72999999999996
30.0,25.0,-20.0,444.07
35.0,25.0,-20.0,444.40999999999997
-30.0,30.0,-20.0,443.22
-25.0,30.0,-20.0,442.98499999999996
-20.0,30.0,-20.0,442.77
-15.0,30.0,-20.0,442.565
-10.0,30.0,-20.0,442.5
-5.0,30.0,-20.0,442.52
0.0,30.0,-20.0,442.57
5.0,30.0,-20.0,442.695
10.0,30.0,-20.0,442.91999999999996
15.0,30.0,-20.0,443.245
20.0,30.0,-20.0,443.53000000000003
25.0,30.0,-20.0,443.785
30.0,30.0,-20.0,444.12
-25.0,35.0,-20.0,442.66999999999996
-20.0,35.0,-20.0,442.465
-15.0,35.0,-20.0,442.38
-10.0,35.0,-20.0,442.42499999999995
-5.0,35.0,-20.0,442.515
0.0,35.0,-20.0,442.645
5.0,35.0,-20.0,442.8825
10.0,35.0,-20.0,443.04
15.0,35.0,-20.0,443.325
20.0,35.0,-20.0,443.7
25.0,35.0,-20.0,444.06333333333333
-20.0,40.0,-20.0,442.27
-15.0,40.0,-20.0,442.135
-10.0,40.0,-20.0,442.26
-5.0,40.0,-20.0,442.5
0.0,40.0,-20.0,442.82
5.0,40.0,-20.0,443.01
10.0,40.0,-20.0,443.2
15.0,40.0,-20.0,443.505
20.0,40.0,-20.0,443.90000000000003
-5.0,45.0,-20.0,442.47999999999996
0.0,45.0,-20.0,443.01
5.0,45.0,-20.0,443.37
-15.0,-45.0,-15.0,442.5375
-10.0,-45.0,-15.0,442.91
-5.0,-45.0,-15.0,443.395
0.0,-45.0,-15.0,443.78
5.0,-45.0,-15.0,444.045
10.0,-45.0,-15.0,444.15
15.0,-45.0,-15.0,444.34499999999997
-25.0,-40.0,-15.0,442.715
-20.0,-40.0,-15.0,442.775
-15.0,-40.0,-15.0,442.6275
-10.0,-40.0,-15.0,442.95
-5.0,-40.0,-15.0,443.095
0.0,-40.0,-15.0,443.37
5.0,-40.0,-15.0,443.645
10.0,-40.0,-15.0,443.87
15.0,-40.0,-15.0,444.03499999999997
20.0,-40.0,-15.0,444.24
25.0,-40.0,-15.0,444.43
-30.0,-35.0,-15.0,443.23
-25.0,-35.0,-15.0,443.045
-20.0,-35.0,-15.0,442.89750000000004
-15.0,-35.0,-15.0,442.91
-10.0,-35.0,-15.0,442.9425
-5.0,-35.0,-15.0,443.01
0.0,-35.0,-15.0,443.19750000000005
5.0,-35.0,-15.0,443.31874999999997
10.0,-35.0,-15.0,443.5
15.0,-35.0,-15.0,443.68375000000003
20.0,-35.0,-15.0,443.8775
25.0,-35.0,-15.0,444.11833333333334
30.0,-35.0,-15.0,444.32
-35.0,-30.0,-15.0,443.74
-30.0,-30.0,-15.0,443.52
-25.0,-30.0,-15.0,443.325
-20.0,-30.0,-15.0,443.08
-15.0,-30.0,-15.0,442.95250000000004
-10.0,-30.0,-15.0,442.915
-5.0,-30.0,-15.0,442.885
0.0,-30.0,-15.0,442.935
5.0,-30.0,-15.0,443.1025
10.0,-30.0,-15.0,443.31
15.0,-30.0,-15.0,443.4325
20.0,-30.0,-15.0,443.675
25.0,-30.0,-15.0,443.9025
30.0,-30.0,-15.0,444.17
35.0,-30.0,-15.0,444.45
-40.0,-25.0,-15.0,444.33500000000004
-35.0,-25.0,-15.0,443.9583333333333
-30.0,-25.0,-15.0,443.7
-25.0,-25.0,-15.0,443.41125
-20.0,-25.0,-15.0,443.2325
-15.0,-25.0,-15.0,443.05875000000003
-10.0,-25.0,-15.0,442.975
-5.0,-25.0,-15.0,442.8975
0.0,-25.0,-15.0,442.90000000000003
5.0,-25.0,-15.0,443.02625
10.0,-25.0,-15.0,443.1425
15.0,-25.0,-15.0,443.28625
20.0,-25.0,-15.0,443.53999999999996
25.0,-25.0,-15.0,443.78749999999997
30.0,-25.0,-15.0,443.98499999999996
35.0,-25.0,-15.0,444.28999999999996
40.0,-25.0,-15.0,444.59999999999997
-40.0,-20.0,-15.0,443.51500000000004
-35.0,-20.0,-15.0,444.10749999999996
-30.0,-20.0,-15.0,443.77
-25.0,-20.0,-15.0,443.53749999999997
-20.0,-20.0,-15.0,443.235
-15.0,-20.0,-15.0,443.055
-10.0,-20.0,-15.0,442.925
-5.0,-20.0,-15.0,442.86999999999995
0.0,-20.0,-15.0,442.92499999999995
5.0,-20.0,-15.0,442.99
10.0,-20.0,-15.0,443.115
15.0,-20.0,-15.0,443.3
20.0,-20.0,-15.0,443.45500000000004
25.0,-20.0,-15.0,443.7325
30.0,-20.0,-15.0,444.02000000000004
35.0,-20.0,-15.0,444.325
40.0,-20.0,-15.0,444.61
-45.0,-15.0,-15.0,445.085
-40.0,-15.0,-15.0,444.645
-35.0,-15.0,-15.0,444.15625
-30.0,-15.0,-15.0,443.8375
-25.0,-15.0,-15.0,443.55375000000004
-20.0,-15.0,-15.0,443.28
-15.0,-15.0,-15.0,443.08375
-10.0,-15.0,-15.0,442.9575
-5.0,-15.0,-15.0,442.865
0.0,-15.0,-15.0,442.8725
5.0,-15.0,-15.0,442.9025
10.0,-15.0,-15.0,443.0625
15.0,-15.0,-15.0,443.15375
20.0,-15.0,-15.0,443.395
25.0,-15.0,-15.0,443.65125
30.0,-15.0,-15.0,443.8975
35.0,-15.0,-15.0,444.23
40.0,-15.0,-15.0,444.6225
45.0,-15.0,-15.0,445.1025
-45.0,-10.0,-15.0,445.22499999999997
-40.0,-10.0,-15.0,444.685
-35.0,-10.0,-15.0,444.275
-30.0,-10.0,-15.0,443.935
-25.0,-10.0,-15.0,443.59000000000003
-20.0,-10.0,-15.0,443.34499999999997
-15.0,-10.0,-15.0,443.14250000000004
-10.0,-10.0,-15.0,442.99
-5.0,-10.0,-15.0,442.88
0.0,-10.0,-15.0,442.81
5.0,-10.0,-15.0,442.83500000000004
10.0,-10.0,-15.0,442.89
15.0,-10.0,-15.0,443.0675
20.0,-10.0,-15.0,443.275
25.0,-10.0,-15.0,443.54
30.0,-10.0,-15.0,443.855
35.0,-10.0,-15.0,444.175
40.0,-10.0,-15.0,444.615
45.0,-10.0,-15.0,445.085
-45.0,-5.0,-15.0,445.1275
-40.0,-5.0,-15.0,444.6675
-35.0,-5.0,-15.0,444.28125
-30.0,-5.0,-15.0,443.925
-25.0,-5.0,-15.0,443.61
-20.0,-5.0,-15.0,443.305
-15.0,-5.0,-15.0,443.1775
-10.0,-5.0,-15.0,443.05
-5.0,-5.0,-15.0,442.86375
0.0,-5.0,-15.0,442.83750000000003
5.0,-5.0,-15.0,442.8625
10.0,-5.0,-15.0,443.0175
15.0,-5.0,-15.0,443.21375
20.0,-5.0,-15.0,443.43
25.0,-5.0,-15.0,443.61625000000004
30.0,-5.0,-15.0,444.0025
35.0,-5.0,-15.0,444.32
40.0,-5.0,-15.0,444.8175
45.0,-5.0,-15.0,445.3575
-45.0,0.0,-15.0,445.32
-40.0,0.0,-15.0,444.86
-35.0,0.0,-15.0,444.4175
-30.0,0.0,-15.0,444.045
-25.0,0.0,-15.0,443.71000000000004
-20.0,0.0,-15.0,443.435
-15.0,0.0,-15.0,443.1625
-10.0,0.0,-15.0,442.97
-5.0,0.0,-15.0,442.9975
0.0,0.0,-15.0,442.975
5.0,0.0,-15.0,442.9
10.0,0.0,-15.0,443.105
15.0,0.0,-15.0,443.27
20.0,0.0,-15.0,443.505
25.0,0.0,-15.0,443.72249999999997
30.0,0.0,-15.0,444.02
35.0,0.0,-15.0,444.395
40.0,0.0,-15.0,444.95
45.0,0.0,-15.0,445.4
-45.0,5.0,-15.0,445.2425
-40.0,5.0,-15.0,444.8025
-35.0,5.0,-15.0,444.36375
-30.0,5.0,-15.0,444.005
-25.0,5.0,-15.0,443.64374999999995
-20.0,5.0,-15.0,443.3625
-15.0,5.0,-15.0,443.18125
-10.0,5.0,-15.0,442.98
-5.0,5.0,-15.0,442.85
0.0,5.0,-15.0,442.76
5.0,5.0,-15.0,442.9
10.0,5.0,-15.0,442.99
15.0,5.0,-15.0,443.15999999999997
20.0,5.0,-15.0,443.40999999999997
25.0,5.0,-15.0,443.71875
30.0,5.0,-15.0,444.03749999999997
35.0,5.0,-15.0,444.35375000000005
40.0,5.0,-15.0,444.83
45.0,5.0,-15.0,445.36
-45.0,10.0,-15.0,445.085
-40.0,10.0,-15.0,444.675
-35.0,10.0,-15.0,444.24
-30.0,10.0,-15.0,443.925
-25.0,10.0,-15.0,443.59749999999997
-20.0,10.0,-15.0,443.37
-15.0,10.0,-15.0,443.15
-10.0,10.0,-15.0,442.94
-5.0,10.0,-15.0,442.9125
0.0,10.0,-15.0,442.875
5.0,10.0,-15.0,442.9
10.0,10.0,-15.0,443.025
15.0,10.0,-15.0,443.33
20.0,10.0,-15.0,443.555
25.0,10.0,-15.0,443.855
30.0,10.0,-15.0,444.155
35.0,10.0,-15.0,444.5125
40.0,10.0,-15.0,445.0
45.0,10.0,-15.0,445.5
-45.0,15.0,-15.0,444.985
-40.0,15.0,-15.0,444.575
-35.0,15.0,-15.0,444.14374999999995
-30.0,15.0,-15.0,443.8325
-25.0,15.0,-15.0,443.5675
-20.0,15.0,-15.0,443.3125
-15.0,15.0,-15.0,443.14374999999995
-10.0,15.0,-15.0,442.935
-5.0,15.0,-15.0,442.89124999999996
0.0,15.0,-15.0,442.83750000000003
5.0,15.0,-15.0,442.985
10.0,15.0,-15.0,443.0825
15.0,15.0,-15.0,443.21
20.0,15.0,-15.0,443.46750000000003
25.0,15.0,-15.0,443.765
30.0,15.0,-15.0,444.0225
35.0,15.0,-15.0,444.37125
40.0,15.0,-15.0,444.84000000000003
45.0,15.0,-15.0,445.33
-40.0,20.0,-15.0,444.265
-35.0,20.0,-15.0,443.9075
-30.0,20.0,-15.0,443.55
-25.0,20.0,-15.0,443.33750000000003
-20.0,20.0,-15.0,443.105
-15.0,20.0,-15.0,442.9175
-10.0,20.0,-15.0,442.85
-5.0,20.0,-15.0,442.81
0.0,20.0,-15.0,442.87
5.0,20.0,-15.0,442.89
10.0,20.0,-15.0,443.04
15.0,20.0,-15.0,443.21000000000004
20.0,20.0,-15.0,443.53000000000003
25.0,20.0,-15.0,443.795
30.0,20.0,-15.0,444.11
35.0,20.0,-15.0,444.44
40.0,20.0,-15.0,444.87
-40.0,25.0,-15.0,443.91499999999996
-35.0,25.0,-15.0,443.6
-30.0,25.0,-15.0,443.39750000000004
-25.0,25.0,-15.0,443.135
-20.0,25.0,-15.0,442.9825
-15.0,25.0,-15.0,442.82624999999996
-10.0,25.0,-15.0,442.76
-5.0,25.0,-15.0,442.71875
0.0,25.0,-15.0,442.8475
5.0,25.0,-15.0,443.01124999999996
10.0,25.0,-15.0,443.21500000000003
15.0,25.0,-15.0,443.4475
20.0,25.0,-15.0,443.65
25.0,25.0,-15.0,443.96375
30.0,25.0,-15.0,444.1975
35.0,25.0,-15.0,444.545
40.0,25.0,-15.0,444.95000000000005
-35.0,30.0,-15.0,443.365
-30.0,30.0,-15.0,443.235
-25.0,30.0,-15.0,443.0125
-20.0,30.0,-15.0,442.85
-15.0,30.0,-15.0,442.755
-10.0,30.0,-15.0,442.75
-5.0,30.0,-15.0,442.8275
0.0,30.0,-15.0,442.89500000000004
5.0,30.0,-15.0,443.0225
10.0,30.0,-15.0,443.26
15.0,30.0,-15.0,443.53499999999997
20.0,30.0,-15.0,443.84999999999997
25.0,30.0,-15.0,444.1125
30.0,30.0,-15.0,444.385
35.0,30.0,-15.0,444.595
-30.0,35.0,-15.0,442.71500000000003
-25.0,35.0,-15.0,442.7316666666667
-20.0,35.0,-15.0,442.52000000000004
-15.0,35.0,-15.0,442.5125
-10.0,35.0,-15.0,442.605
-5.0,35.0,-15.0,442.74875
0.0,35.0,-15.0,442.84250000000003
5.0,35.0,-15.0,443.09250000000003
10.0,35.0,-15.0,443.3625
15.0,35.0,-15.0,443.59625
20.0,35.0,-15.0,443.98
25.0,35.0,-15.0,444.255
30.0,35.0,-15.0,444.565
-25.0,40.0,-15.0,442.27000000000004
-20.0,40.0,-15.0,442.17
-15.0,40.0,-15.0,442.19
-10.0,40.0,-15.0,442.40000000000003
-5.0,40.0,-15.0,442.68
0.0,40.0,-15.0,443.04999999999995
5.0,40.0,-15.0,443.2525
10.0,40.0,-15.0,443.47499999999997
15.0,40.0,-15.0,443.7975
20.0,40.0,-15.0,444.13
25.0,40.0,-15.0,444.49
-15.0,45.0,-15.0,441.88
-10.0,45.0,-15.0,442.24
-5.0,45.0,-15.0,442.75
0.0,45.0,-15.0,443.34
5.0,45.0,-15.0,443.6725
10.0,45.0,-15.0,443.835
15.0,45.0,-15.0,444.0775
-15.0,-45.0,-10.0,442.57000000000005
-10.0,-45.0,-10.0,443.01
-5.0,-45.0,-10.0,443.605
0.0,-45.0,-10.0,444.16
5.0,-45.0,-10.0,444.48
10.0,-45.0,-10.0,444.62
15.0,-45.0,-10.0,444.765
-25.0,-40.0,-10.0,442.66999999999996
-20.0,-40.0,-10.0,442.66999999999996
-15.0,-40.0,-10.0,442.81
-10.0,-40.0,-10.0,443.06
-5.0,-40.0,-10.0,443.40500000000003
0.0,-40.0,-10.0,443.63
5.0,-40.0,-10.0,443.91
10.0,-40.0,-10.0,444.13
15.0,-40.0,-10.0,444.27500000000003
20.0,-40.0,-10.0,444.51
25.0,-40.0,-10.0,444.66
-30.0,-35.0,-10.0,443.21000000000004
-25.0,-35.0,-10.0,443.0433333333333
-20.0,-35.0,-10.0,442.94
-15.0,-35.0,-10.0,442.925
-10.0,-35.0,-10.0,442.99
-5.0,-35.0,-10.0,443.18
0.0,-35.0,-10.0,443.39
5.0,-35.0,-10.0,443.59
10.0,-35.0,-10.0,443.71000000000004
15.0,-35.0,-10.0,443.90500000000003
20.0,-35.0,-10.0,444.08
25.0,-35.0,-10.0,444.3066666666667
30.0,-35.0,-10.0,444.45
-35.0,-30.0,-10.0,443.64000000000004
-30.0,-30.0,-10.0,443.39000000000004
-25.0,-30.0,-10.0,443.205
-20.0,-30.0,-10.0,443.12
-15.0,-30.0,-10.0,443.04
-10.0,-30.0,-10.0,442.99
-5.0,-30.0,-10.0,443.13500000000005
0.0,-30.0,-10.0,443.21000000000004
5.0,-30.0,-10.0,443.33
10.0,-30.0,-10.0,443.53999999999996
15.0,-30.0,-10.0,443.65500000000003
20.0,-30.0,-10.0,443.94
25.0,-30.0,-10.0,444.12
30.0,-30.0,-10.0,444.28999999999996
35.0,-30.0,-10.0,444.54999999999995
-40.0,-25.0,-10.0,444.26
-35.0,-25.0,-10.0,443.94666666666666
-30.0,-25.0,-10.0,443.785
-25.0,-25.0,-10.0,443.5575
-20.0,-25.0,-10.0,443.38
-15.0,-25.0,-10.0,443.28000000000003
-10.0,-25.0,-10.0,443.25
-5.0,-25.0,-10.0,443.2325
0.0,-25.0,-10.0,443.275
5.0,-25.0,-10.0,443.1075
10.0,-25.0,-10.0,443.17
15.0,-25.0,-10.0,443.38
20.0,-25.0,-10.0,443.54999999999995
25.0,-25.0,-10.0,443.965
30.0,-25.0,-10.0,444.14
35.0,-25.0,-10.0,444.42333333333335
40.0,-25.0,-10.0,444.79
-40.0,-20.0,-10.0,444.14
-35.0,-20.0,-10.0,444.15000000000003
-30.0,-20.0,-10.0,443.81
-25.0,-20.0,-10.0,443.59
-20.0,-20.0,-10.0,443.37
-15.0,-20.0,-10.0,443.27000000000004
-10.0,-20.0,-10.0,443.14000000000004
-5.0,-20.0,-10.0,443.09
0.0,-20.0,-10.0,443.09999999999997
5.0,-20.0,-10.0,443.255
10.0,-20.0,-10.0,443.39
15.0,-20.0,-10.0,443.505
20.0,-20.0,-10.0,443.70000000000005
25.0,-20.0,-10.0,443.91999999999996
30.0,-20.0,-10.0,444.2
35.0,-20.0,-10.0,444.46999999999997
40.0,-20.0,-10.0,444.84
-45.0,-15.0,-10.0,445.125
-40.0,-15.0,-10.0,444.66499999999996
-35.0,-15.0,-10.0,444.235
-30.0,-15.0,-10.0,443.935
-25.0,-15.0,-10.0,443.65500000000003
-20.0,-15.0,-10.0,443.42499999999995
-15.0,-15.0,-10.0,443.26250000000005
-10.0,-15.0,-10.0,443.14000000000004
-5.0,-15.0,-10.0,443.105
0.0,-15.0,-10.0,443.09000000000003
5.0,-15.0,-10.0,443.0775
10.0,-15.0,-10.0,443.205
15.0,-15.0,-10.0,443.3725
20.0,-15.0,-10.0,443.57
25.0,-15.0,-10.0,443.8025
30.0,-15.0,-10.0,444.095
35.0,-15.0,-10.0,444.4175
40.0,-15.0,-10.0,444.86
45.0,-15.0,-10.0,445.29
-45.0,-10.0,-10.0,445.07
-40.0,-10.0,-10.0,444.83
-35.0,-10.0,-10.0,444.46000000000004
-30.0,-10.0,-10.0,444.01
-25.0,-10.0,-10.0,443.73
-20.0,-10.0,-10.0,443.43
-15.0,-10.0,-10.0,443.18499999999995
-10.0,-10.0,-10.0,443.06
-5.0,-10.0,-10.0,442.86
0.0,-10.0,-10.0,442.88
5.0,-10.0,-10.0,442.94
10.0,-10.0,-10.0,443.08
15.0,-10.0,-10.0,443.31
20.0,-10.0,-10.0,443.45
