X,Y,Z,Bz
25.0,-10.0,-10.0,443.705
30.0,-10.0,-10.0,444.01
35.0,-10.0,-10.0,444.335
40.0,-10.0,-10.0,444.82
45.0,-10.0,-10.0,445.37
-45.0,-5.0,-10.0,445.215
-40.0,-5.0,-10.0,444.84499999999997
-35.0,-5.0,-10.0,444.3675
-30.0,-5.0,-10.0,444.0
-25.0,-5.0,-10.0,443.6875
-20.0,-5.0,-10.0,443.40500000000003
-15.0,-5.0,-10.0,443.21250000000003
-10.0,-5.0,-10.0,443.04
-5.0,-5.0,-10.0,442.935
0.0,-5.0,-10.0,442.93
5.0,-5.0,-10.0,442.95
10.0,-5.0,-10.0,442.98999999999995
15.0,-5.0,-10.0,443.18
20.0,-5.0,-10.0,443.37
25.0,-5.0,-10.0,443.62
30.0,-5.0,-10.0,443.90000000000003
35.0,-5.0,-10.0,444.25
40.0,-5.0,-10.0,444.63
45.0,-5.0,-10.0,445.37
-45.0,0.0,-10.0,445.04
-40.0,0.0,-10.0,444.77000000000004
-35.0,0.0,-10.0,444.435
-30.0,0.0,-10.0,444.03000000000003
-25.0,0.0,-10.0,443.795
-20.0,0.0,-10.0,443.52
-15.0,0.0,-10.0,443.28
-10.0,0.0,-10.0,442.99
-5.0,0.0,-10.0,442.52
0.0,0.0,-10.0,442.65
5.0,0.0,-10.0,442.76000000000005
10.0,0.0,-10.0,442.98
15.0,0.0,-10.0,443.36
20.0,0.0,-10.0,443.6
25.0,0.0,-10.0,443.885
30.0,0.0,-10.0,444.28
35.0,0.0,-10.0,444.575
40.0,0.0,-10.0,445.03999999999996
45.0,0.0,-10.0,445.46
-45.0,5.0,-10.0,445.06
-40.0,5.0,-10.0,444.79
-35.0,5.0,-10.0,444.34250000000003
-30.0,5.0,-10.0,443.995
-25.0,5.0,-10.0,443.665
-20.0,5.0,-10.0,443.39500000000004
-15.0,5.0,-10.0,443.20250000000004
-10.0,5.0,-10.0,443.15000000000003
-5.0,5.0,-10.0,443.04
0.0,5.0,-10.0,443.04
5.0,5.0,-10.0,443.0675
10.0,5.0,-10.0,443.125
15.0,5.0,-10.0,443.2975
20.0,5.0,-10.0,443.52
25.0,5.0,-10.0,443.79
30.0,5.0,-10.0,444.08
35.0,5.0,-10.0,444.4775
40.0,5.0,-10.0,444.915
45.0,5.0,-10.0,445.415
-45.0,10.0,-10.0,444.93
-40.0,10.0,-10.0,444.64
-35.0,10.0,-10.0,444.19
-30.0,10.0,-10.0,443.87
-25.0,10.0,-10.0,443.60499999999996
-20.0,10.0,-10.0,443.32
-15.0,10.0,-10.0,443.105
-10.0,10.0,-10.0,442.91
-5.0,10.0,-10.0,442.89
0.0,10.0,-10.0,442.94
5.0,10.0,-10.0,442.95500000000004
10.0,10.0,-10.0,443.07
15.0,10.0,-10.0,443.21500000000003
20.0,10.0,-10.0,443.51
25.0,10.0,-10.0,443.77500000000003
30.0,10.0,-10.0,444.18
35.0,10.0,-10.0,444.59000000000003
40.0,10.0,-10.0,445.0
45.0,10.0,-10.0,445.47
-45.0,15.0,-10.0,444.88
-40.0,15.0,-10.0,444.48
-35.0,15.0,-10.0,444.175
-30.0,15.0,-10.0,443.83
-25.0,15.0,-10.0,443.545
-20.0,15.0,-10.0,443.26
-15.0,15.0,-10.0,443.1075
-10.0,15.0,-10.0,442.96500000000003
-5.0,15.0,-10.0,442.9525
0.0,15.0,-10.0,442.95
5.0,15.0,-10.0,443.14
10.0,15.0,-10.0,443.26
15.0,15.0,-10.0,443.4575
20.0,15.0,-10.0,443.695
25.0,15.0,-10.0,443.94
30.0,15.0,-10.0,444.255
35.0,15.0,-10.0,444.5975
40.0,15.0,-10.0,445.02
45.0,15.0,-10.0,445.49
-40.0,20.0,-10.0,444.21999999999997
-35.0,20.0,-10.0,443.89000000000004
-30.0,20.0,-10.0,443.6
-25.0,20.0,-10.0,443.345
-20.0,20.0,-10.0,443.19
-15.0,20.0,-10.0,443.07
-10.0,20.0,-10.0,442.95
-5.0,20.0,-10.0,442.975
0.0,20.0,-10.0,442.98
5.0,20.0,-10.0,443.155
10.0,20.0,-10.0,443.29999999999995
15.0,20.0,-10.0,443.41999999999996
20.0,20.0,-10.0,443.73999999999995
25.0,20.0,-10.0,444.065
30.0,20.0,-10.0,444.29999999999995
35.0,20.0,-10.0,444.66499999999996
40.0,20.0,-10.0,444.99
-40.0,25.0,-10.0,443.89
-35.0,25.0,-10.0,443.58000000000004
-30.0,25.0,-10.0,443.27
-25.0,25.0,-10.0,443.0775
-20.0,25.0,-10.0,442.995
-15.0,25.0,-10.0,442.8775
-10.0,25.0,-10.0,442.87
-5.0,25.0,-10.0,442.955
0.0,25.0,-10.0,443.06
5.0,25.0,-10.0,443.2025
10.0,25.0,-10.0,443.38500000000005
15.0,25.0,-10.0,443.58250000000004
20.0,25.0,-10.0,443.86999999999995
25.0,25.0,-10.0,444.10749999999996
30.0,25.0,-10.0,444.385
35.0,25.0,-10.0,444.71999999999997
40.0,25.0,-10.0,445.11
-35.0,30.0,-10.0,443.45
-30.0,30.0,-10.0,443.19
-25.0,30.0,-10.0,443.05
-20.0,30.0,-10.0,442.94
-15.0,30.0,-10.0,442.84499999999997
-10.0,30.0,-10.0,442.78999999999996
-5.0,30.0,-10.0,442.97499999999997
0.0,30.0,-10.0,443.15
5.0,30.0,-10.0,443.28999999999996
10.0,30.0,-10.0,443.57
15.0,30.0,-10.0,443.77500000000003
20.0,30.0,-10.0,443.96
25.0,30.0,-10.0,444.27
30.0,30.0,-10.0,444.53999999999996
35.0,30.0,-10.0,444.84999999999997
-30.0,35.0,-10.0,442.72
-25.0,35.0,-10.0,442.67333333333335
-20.0,35.0,-10.0,442.605
-15.0,35.0,-10.0,442.59499999999997
-10.0,35.0,-10.0,442.705
-5.0,35.0,-10.0,442.9125
0.0,35.0,-10.0,443.06
5.0,35.0,-10.0,443.3125
10.0,35.0,-10.0,443.635
15.0,35.0,-10.0,443.90749999999997
20.0,35.0,-10.0,444.18
25.0,35.0,-10.0,444.40666666666664
30.0,35.0,-10.0,444.65
-25.0,40.0,-10.0,442.21999999999997
-20.0,40.0,-10.0,442.24
-15.0,40.0,-10.0,442.275
-10.0,40.0,-10.0,442.54
-5.0,40.0,-10.0,442.91
0.0,40.0,-10.0,443.31
5.0,40.0,-10.0,443.605
10.0,40.0,-10.0,443.87
15.0,40.0,-10.0,444.07
20.0,40.0,-10.0,444.40000000000003
25.0,40.0,-10.0,444.75
-15.0,45.0,-10.0,441.955
-10.0,45.0,-10.0,442.34
-5.0,45.0,-10.0,443.04
0.0,45.0,-10.0,443.63
5.0,45.0,-10.0,443.96500000000003
10.0,45.0,-10.0,444.27000000000004
15.0,45.0,-10.0,444.53000000000003
-20.0,-45.0,-5.0,442.34999999999997
-15.0,-45.0,-5.0,442.685
-10.0,-45.0,-5.0,443.23
-5.0,-45.0,-5.0,443.844
0.0,-45.0,-5.0,444.4166666666667
5.0,-45.0,-5.0,444.746
10.0,-45.0,-5.0,444.90500000000003
15.0,-45.0,-5.0,445.07000000000005
20.0,-45.0,-5.0,445.195
-25.0,-40.0,-5.0,442.6
-20.0,-40.0,-5.0,442.62
-15.0,-40.0,-5.0,442.80499999999995
-10.0,-40.0,-5.0,443.12
-5.0,-40.0,-5.0,443.5525
0.0,-40.0,-5.0,443.845
5.0,-40.0,-5.0,444.165
10.0,-40.0,-5.0,444.39500000000004
15.0,-40.0,-5.0,444.54
20.0,-40.0,-5.0,444.635
25.0,-40.0,-5.0,444.77
-35.0,-35.0,-5.0,443.14000000000004
-30.0,-35.0,-5.0,443.02333333333337
-25.0,-35.0,-5.0,442.9057142857143
-20.0,-35.0,-5.0,442.96
-15.0,-35.0,-5.0,443.04999999999995
-10.0,-35.0,-5.0,443.15
-5.0,-35.0,-5.0,443.4425
0.0,-35.0,-5.0,443.66499999999996
5.0,-35.0,-5.0,443.84125
10.0,-35.0,-5.0,444.01750000000004
15.0,-35.0,-5.0,444.14625
20.0,-35.0,-5.0,444.345
25.0,-35.0,-5.0,444.3942857142857
30.0,-35.0,-5.0,444.47333333333336
35.0,-35.0,-5.0,444.605
-35.0,-30.0,-5.0,443.50333333333333
-30.0,-30.0,-5.0,443.335
-25.0,-30.0,-5.0,443.24249999999995
-20.0,-30.0,-5.0,443.15999999999997
-15.0,-30.0,-5.0,443.195
-10.0,-30.0,-5.0,443.25
-5.0,-30.0,-5.0,443.3225
0.0,-30.0,-5.0,443.455
5.0,-30.0,-5.0,443.60749999999996
10.0,-30.0,-5.0,443.67
15.0,-30.0,-5.0,443.8625
20.0,-30.0,-5.0,444.075
25.0,-30.0,-5.0,444.28
30.0,-30.0,-5.0,444.385
35.0,-30.0,-5.0,444.62
-40.0,-25.0,-5.0,444.24
-35.0,-25.0,-5.0,443.90000000000003
-30.0,-25.0,-5.0,443.6825
-25.0,-25.0,-5.0,443.43874999999997
-20.0,-25.0,-5.0,443.265
-15.0,-25.0,-5.0,443.25124999999997
-10.0,-25.0,-5.0,443.3075
-5.0,-25.0,-5.0,443.33500000000004
0.0,-25.0,-5.0,443.46250000000003
5.0,-25.0,-5.0,443.565
10.0,-25.0,-5.0,443.65749999999997
15.0,-25.0,-5.0,443.78249999999997
20.0,-25.0,-5.0,443.9975
25.0,-25.0,-5.0,444.175
30.0,-25.0,-5.0,444.3025
35.0,-25.0,-5.0,444.61
40.0,-25.0,-5.0,444.9066666666667
-45.0,-20.0,-5.0,444.99
-40.0,-20.0,-5.0,444.58
-35.0,-20.0,-5.0,444.25
-30.0,-20.0,-5.0,443.89
-25.0,-20.0,-5.0,443.575
-20.0,-20.0,-5.0,443.39
-15.0,-20.0,-5.0,443.30749999999995
-10.0,-20.0,-5.0,443.275
-5.0,-20.0,-5.0,443.22749999999996
0.0,-20.0,-5.0,443.28
5.0,-20.0,-5.0,443.35249999999996
10.0,-20.0,-5.0,443.485
15.0,-20.0,-5.0,443.6325
20.0,-20.0,-5.0,443.76
25.0,-20.0,-5.0,444.03000000000003
30.0,-20.0,-5.0,444.21000000000004
35.0,-20.0,-5.0,444.51500000000004
40.0,-20.0,-5.0,444.86
45.0,-20.0,-5.0,445.19
-45.0,-15.0,-5.0,445.075
-40.0,-15.0,-5.0,444.625
-35.0,-15.0,-5.0,444.1925
-30.0,-15.0,-5.0,443.86
-25.0,-15.0,-5.0,443.61625
-20.0,-15.0,-5.0,443.5325
-15.0,-15.0,-5.0,443.2825
-10.0,-15.0,-5.0,443.1725
-5.0,-15.0,-5.0,443.10875
0.0,-15.0,-5.0,443.175
5.0,-15.0,-5.0,443.19374999999997
10.0,-15.0,-5.0,443.4525
15.0,-15.0,-5.0,443.56624999999997
20.0,-15.0,-5.0,443.76
25.0,-15.0,-5.0,443.87
30.0,-15.0,-5.0,444.22
35.0,-15.0,-5.0,444.61125
40.0,-15.0,-5.0,444.9425
45.0,-15.0,-5.0,445.3225
-45.0,-10.0,-5.0,445.34000000000003
-40.0,-10.0,-5.0,444.59000000000003
-35.0,-10.0,-5.0,444.095
-30.0,-10.0,-5.0,443.71
-25.0,-10.0,-5.0,443.4575
-20.0,-10.0,-5.0,443.255
-15.0,-10.0,-5.0,443.29749999999996
-10.0,-10.0,-5.0,443.35999999999996
-5.0,-10.0,-5.0,443.46999999999997
0.0,-10.0,-5.0,443.34999999999997
5.0,-10.0,-5.0,443.255
10.0,-10.0,-5.0,443.37
15.0,-10.0,-5.0,443.51000000000005
20.0,-10.0,-5.0,443.61
25.0,-10.0,-5.0,443.86
30.0,-10.0,-5.0,444.21000000000004
35.0,-10.0,-5.0,444.5575
40.0,-10.0,-5.0,444.925
45.0,-10.0,-5.0,445.345
-45.0,-5.0,-5.0,445.18600000000004
-40.0,-5.0,-5.0,444.73499999999996
-35.0,-5.0,-5.0,444.28999999999996
-30.0,-5.0,-5.0,443.885
-25.0,-5.0,-5.0,443.59625
-20.0,-5.0,-5.0,443.4275
-15.0,-5.0,-5.0,443.27875
-10.0,-5.0,-5.0,443.12
-5.0,-5.0,-5.0,443.03749999999997
0.0,-5.0,-5.0,443.065
5.0,-5.0,-5.0,443.07125
10.0,-5.0,-5.0,443.2375
15.0,-5.0,-5.0,443.3575
20.0,-5.0,-5.0,443.6175
25.0,-5.0,-5.0,443.79375
30.0,-5.0,-5.0,444.16
35.0,-5.0,-5.0,444.48375
40.0,-5.0,-5.0,444.91749999999996
45.0,-5.0,-5.0,445.49800000000005
-45.0,0.0,-5.0,445.1666666666667
-40.0,0.0,-5.0,444.79
-35.0,0.0,-5.0,444.375
-30.0,0.0,-5.0,444.06
-25.0,0.0,-5.0,443.765
-20.0,0.0,-5.0,443.53
-15.0,0.0,-5.0,443.3
-10.0,0.0,-5.0,443.25
-5.0,0.0,-5.0,443.145
0.0,0.0,-5.0,443.13000000000005
5.0,0.0,-5.0,443.20750000000004
10.0,0.0,-5.0,443.305
15.0,0.0,-5.0,443.45500000000004
20.0,0.0,-5.0,443.70500000000004
25.0,0.0,-5.0,443.9775
30.0,0.0,-5.0,444.28
35.0,0.0,-5.0,444.59
40.0,0.0,-5.0,445.04
45.0,0.0,-5.0,445.40000000000003
-45.0,5.0,-5.0,445.10600000000005
-40.0,5.0,-5.0,444.645
-35.0,5.0,-5.0,444.28499999999997
-30.0,5.0,-5.0,443.905
-25.0,5.0,-5.0,443.6525
-20.0,5.0,-5.0,443.39
-15.0,5.0,-5.0,443.25125
-10.0,5.0,-5.0,443.0925
-5.0,5.0,-5.0,443.05875000000003
0.0,5.0,-5.0,443.015
5.0,5.0,-5.0,443.1
10.0,5.0,-5.0,443.175
15.0,5.0,-5.0,443.3775
20.0,5.0,-5.0,443.57
25.0,5.0,-5.0,443.845
30.0,5.0,-5.0,444.1
35.0,5.0,-5.0,444.475
40.0,5.0,-5.0,444.93
45.0,5.0,-5.0,445.466
-45.0,10.0,-5.0,445.09000000000003
-40.0,10.0,-5.0,444.66
-35.0,10.0,-5.0,444.255
-30.0,10.0,-5.0,443.95000000000005
-25.0,10.0,-5.0,443.68
-20.0,10.0,-5.0,443.44
-15.0,10.0,-5.0,443.2525
-10.0,10.0,-5.0,443.075
-5.0,10.0,-5.0,443.0125
0.0,10.0,-5.0,443.08
5.0,10.0,-5.0,443.05249999999995
10.0,10.0,-5.0,443.17499999999995
15.0,10.0,-5.0,443.34000000000003
20.0,10.0,-5.0,443.485
25.0,10.0,-5.0,443.88250000000005
30.0,10.0,-5.0,444.19000000000005
35.0,10.0,-5.0,444.57000000000005
40.0,10.0,-5.0,444.99
45.0,10.0,-5.0,445.39000000000004
-45.0,15.0,-5.0,444.875
-40.0,15.0,-5.0,444.495
-35.0,15.0,-5.0,444.01124999999996
-30.0,15.0,-5.0,443.7975
-25.0,15.0,-5.0,443.49125
-20.0,15.0,-5.0,443.315
-15.0,15.0,-5.0,443.21500000000003
-10.0,15.0,-5.0,443.105
-5.0,15.0,-5.0,443.2575
0.0,15.0,-5.0,443.28000000000003
5.0,15.0,-5.0,443.45375
10.0,15.0,-5.0,443.1275
15.0,15.0,-5.0,443.04125
20.0,15.0,-5.0,443.46500000000003
25.0,15.0,-5.0,443.87874999999997
30.0,15.0,-5.0,444.3725
35.0,15.0,-5.0,444.68
40.0,15.0,-5.0,445.08750000000003
45.0,15.0,-5.0,445.6175
-45.0,20.0,-5.0,444.84999999999997
-40.0,20.0,-5.0,444.41999999999996
-35.0,20.0,-5.0,444.0675
-30.0,20.0,-5.0,443.775
-25.0,20.0,-5.0,443.5725
-20.0,20.0,-5.0,443.28000000000003
-15.0,20.0,-5.0,443.2275
-10.0,20.0,-5.0,443.14500000000004
-5.0,20.0,-5.0,443.2025
0.0,20.0,-5.0,443.26
5.0,20.0,-5.0,443.28499999999997
10.0,20.0,-5.0,443.45
15.0,20.0,-5.0,443.6925
20.0,20.0,-5.0,443.97499999999997
25.0,20.0,-5.0,444.175
30.0,20.0,-5.0,444.435
35.0,20.0,-5.0,444.76
40.0,20.0,-5.0,445.135
45.0,20.0,-5.0,445.605
-40.0,25.0,-5.0,444.04333333333335
-35.0,25.0,-5.0,443.7442857142857
-30.0,25.0,-5.0,443.4925
-25.0,25.0,-5.0,443.32374999999996
-20.0,25.0,-5.0,443.21500000000003
-15.0,25.0,-5.0,443.095
-10.0,25.0,-5.0,442.975
-5.0,25.0,-5.0,443.0025
0.0,25.0,-5.0,443.09999999999997
5.0,25.0,-5.0,443.2625
10.0,25.0,-5.0,443.455
15.0,25.0,-5.0,443.67625000000004
20.0,25.0,-5.0,443.9275
25.0,25.0,-5.0,444.1525
30.0,25.0,-5.0,444.4875
35.0,25.0,-5.0,444.7942857142857
40.0,25.0,-5.0,445.13
-35.0,30.0,-5.0,443.21333333333337
-30.0,30.0,-5.0,443.11
-25.0,30.0,-5.0,442.975
-20.0,30.0,-5.0,442.91
-15.0,30.0,-5.0,442.8825
-10.0,30.0,-5.0,442.915
-5.0,30.0,-5.0,443.0225
0.0,30.0,-5.0,443.24
5.0,30.0,-5.0,443.40999999999997
10.0,30.0,-5.0,443.65
15.0,30.0,-5.0,443.87
20.0,30.0,-5.0,444.2
25.0,30.0,-5.0,444.37
30.0,30.0,-5.0,444.63
35.0,30.0,-5.0,444.87333333333333
-35.0,35.0,-5.0,442.8525
-30.0,35.0,-5.0,442.79333333333335
-25.0,35.0,-5.0,442.6857142857143
-20.0,35.0,-5.0,442.6275
-15.0,35.0,-5.0,442.69
-10.0,35.0,-5.0,442.8025
-5.0,35.0,-5.0,443.01125
0.0,35.0,-5.0,443.28
5.0,35.0,-5.0,443.51
10.0,35.0,-5.0,443.71
15.0,35.0,-5.0,444.0
20.0,35.0,-5.0,444.24
25.0,35.0,-5.0,444.5057142857143
30.0,35.0,-5.0,444.6933333333333
35.0,35.0,-5.0,444.935
-25.0,40.0,-5.0,442.37
-20.0,40.0,-5.0,442.385
-15.0,40.0,-5.0,442.4375
-10.0,40.0,-5.0,442.68
-5.0,40.0,-5.0,443.09999999999997
0.0,40.0,-5.0,443.42
5.0,40.0,-5.0,443.76
10.0,40.0,-5.0,444.01
15.0,40.0,-5.0,444.28
20.0,40.0,-5.0,444.58
25.0,40.0,-5.0,444.84999999999997
-20.0,45.0,-5.0,442.175
-15.0,45.0,-5.0,442.0675
-10.0,45.0,-5.0,442.53999999999996
-5.0,45.0,-5.0,443.046
0.0,45.0,-5.0,443.6933333333333
5.0,45.0,-5.0,444.15799999999996
10.0,45.0,-5.0,444.37
15.0,45.0,-5.0,444.62
20.0,45.0,-5.0,445.04
0.0,-50.0,0.0,445.35
-20.0,-45.0,0.0,442.26
-15.0,-45.0,0.0,442.65
-10.0,-45.0,0.0,443.27
-5.0,-45.0,0.0,443.94666666666666
0.0,-45.0,0.0,444.55
5.0,-45.0,0.0,445.00666666666666
10.0,-45.0,0.0,445.10999999999996
15.0,-45.0,0.0,445.195
20.0,-45.0,0.0,445.26
-30.0,-40.0,0.0,442.59000000000003
-25.0,-40.0,0.0,442.565
-20.0,-40.0,0.0,442.66999999999996
-15.0,-40.0,0.0,442.9
-10.0,-40.0,0.0,443.18
-5.0,-40.0,0.0,443.62
0.0,-40.0,0.0,444.02
5.0,-40.0,0.0,444.26
10.0,-40.0,0.0,444.48999999999995
15.0,-40.0,0.0,444.695
20.0,-40.0,0.0,444.78
25.0,-40.0,0.0,444.82
30.0,-40.0,0.0,444.82
-35.0,-35.0,0.0,443.08000000000004
-30.0,-35.0,0.0,443.08500000000004
-25.0,-35.0,0.0,442.99749999999995
-20.0,-35.0,0.0,442.93
-15.0,-35.0,0.0,443.075
-10.0,-35.0,0.0,443.20000000000005
-5.0,-35.0,0.0,443.415
0.0,-35.0,0.0,443.67
5.0,-35.0,0.0,443.8725
10.0,-35.0,0.0,444.095
15.0,-35.0,0.0,444.2975
20.0,-35.0,0.0,444.44
25.0,-35.0,0.0,444.545
30.0,-35.0,0.0,444.6
35.0,-35.0,0.0,444.68666666666667
-40.0,-30.0,0.0,443.88
-35.0,-30.0,0.0,443.59
-30.0,-30.0,0.0,443.47999999999996
-25.0,-30.0,0.0,443.33
-20.0,-30.0,0.0,443.28
-15.0,-30.0,0.0,443.24
-10.0,-30.0,0.0,443.36
-5.0,-30.0,0.0,443.46000000000004
0.0,-30.0,0.0,443.63
5.0,-30.0,0.0,443.755
10.0,-30.0,0.0,443.93
15.0,-30.0,0.0,444.13
20.0,-30.0,0.0,444.28
25.0,-30.0,0.0,444.44
30.0,-30.0,0.0,444.58
35.0,-30.0,0.0,444.715
40.0,-30.0,0.0,444.91
-40.0,-25.0,0.0,444.34000000000003
-35.0,-25.0,0.0,443.98
-30.0,-25.0,0.0,443.69000000000005
-25.0,-25.0,0.0,443.47
-20.0,-25.0,0.0,443.39
-15.0,-25.0,0.0,443.2525
-10.0,-25.0,0.0,443.225
-5.0,-25.0,0.0,443.2975
0.0,-25.0,0.0,443.44
5.0,-25.0,0.0,443.5525
10.0,-25.0,0.0,443.665
15.0,-25.0,0.0,443.775
20.0,-25.0,0.0,443.975
25.0,-25.0,0.0,444.225
30.0,-25.0,0.0,444.435
35.0,-25.0,0.0,444.6025
40.0,-25.0,0.0,444.94
-45.0,-20.0,0.0,444.97
-40.0,-20.0,0.0,444.65000000000003
-35.0,-20.0,0.0,444.26
-30.0,-20.0,0.0,443.92
-25.0,-20.0,0.0,443.27
-20.0,-20.0,0.0,443.2
-15.0,-20.0,0.0,443.115
-10.0,-20.0,0.0,443.03
-5.0,-20.0,0.0,443.015
0.0,-20.0,0.0,443.2
5.0,-20.0,0.0,443.31
10.0,-20.0,0.0,443.85
15.0,-20.0,0.0,443.71000000000004
20.0,-20.0,0.0,443.86
25.0,-20.0,0.0,444.09999999999997
30.0,-20.0,0.0,444.37
35.0,-20.0,0.0,444.58
40.0,-20.0,0.0,444.95
45.0,-20.0,0.0,445.35999999999996
-45.0,-15.0,0.0,445.035
-40.0,-15.0,0.0,444.605
-35.0,-15.0,0.0,444.26
-30.0,-15.0,0.0,443.925
-25.0,-15.0,0.0,443.7075
-20.0,-15.0,0.0,443.56
-15.0,-15.0,0.0,443.4025
-10.0,-15.0,0.0,443.28499999999997
-5.0,-15.0,0.0,443.2625
0.0,-15.0,0.0,443.3
5.0,-15.0,0.0,443.3
10.0,-15.0,0.0,443.45
15.0,-15.0,0.0,443.59000000000003
20.0,-15.0,0.0,443.71000000000004
25.0,-15.0,0.0,443.9475
30.0,-15.0,0.0,444.185
35.0,-15.0,0.0,444.515
40.0,-15.0,0.0,444.805
45.0,-15.0,0.0,445.235
-45.0,-10.0,0.0,444.99
-40.0,-10.0,0.0,444.68
-35.0,-10.0,0.0,444.28000000000003
-30.0,-10.0,0.0,443.96000000000004
-25.0,-10.0,0.0,443.685
-20.0,-10.0,0.0,443.52
-15.0,-10.0,0.0,443.34
-10.0,-10.0,0.0,443.23
-5.0,-10.0,0.0,443.17
0.0,-10.0,0.0,443.18
5.0,-10.0,0.0,443.25
10.0,-10.0,0.0,443.3
15.0,-10.0,0.0,443.43
20.0,-10.0,0.0,443.62
25.0,-10.0,0.0,443.90500000000003
30.0,-10.0,0.0,444.12
35.0,-10.0,0.0,444.46
40.0,-10.0,0.0,444.77000000000004
45.0,-10.0,0.0,445.21000000000004
-45.0,-5.0,0.0,445.0
-40.0,-5.0,0.0,444.645
-35.0,-5.0,0.0,444.23249999999996
-30.0,-5.0,0.0,443.95
-25.0,-5.0,0.0,443.685
-20.0,-5.0,0.0,443.43
-15.0,-5.0,0.0,443.27500000000003
-10.0,-5.0,0.0,443.16
-5.0,-5.0,0.0,443.04
0.0,-5.0,0.0,443.08
5.0,-5.0,0.0,443.2025
10.0,-5.0,0.0,443.295
15.0,-5.0,0.0,443.40500000000003
20.0,-5.0,0.0,443.535
25.0,-5.0,0.0,444.1275
30.0,-5.0,0.0,444.34
35.0,-5.0,0.0,444.55749999999995
40.0,-5.0,0.0,444.955
45.0,-5.0,0.0,445.4533333333333
-50.0,0.0,0.0,445.21000000000004
-45.0,0.0,0.0,445.165
-40.0,0.0,0.0,444.76
-35.0,0.0,0.0,444.385
-30.0,0.0,0.0,444.04
-25.0,0.0,0.0,443.695
-20.0,0.0,0.0,443.5
-15.0,0.0,0.0,443.34
-10.0,0.0,0.0,443.11
-5.0,0.0,0.0,443.15
0.0,0.0,0.0,443.19
5.0,0.0,0.0,443.08500000000004
10.0,0.0,0.0,443.25
15.0,0.0,0.0,443.49
20.0,0.0,0.0,443.67
25.0,0.0,0.0,443.94
30.0,0.0,0.0,444.21999999999997
35.0,0.0,0.0,444.58500000000004
40.0,0.0,0.0,444.96999999999997
45.0,0.0,0.0,445.47999999999996
50.0,0.0,0.0,445.9
-45.0,5.0,0.0,444.90000000000003
-40.0,5.0,0.0,444.69
-35.0,5.0,0.0,444.2775
-30.0,5.0,0.0,443.955
-25.0,5.0,0.0,443.65000000000003
-20.0,5.0,0.0,443.39500000000004
-15.0,5.0,0.0,443.23
-10.0,5.0,0.0,443.205
-5.0,5.0,0.0,443.2475
0.0,5.0,0.0,443.23999999999995
5.0,5.0,0.0,443.2525
10.0,5.0,0.0,443.395
15.0,5.0,0.0,443.5175
20.0,5.0,0.0,443.69000000000005
25.0,5.0,0.0,443.95000000000005
30.0,5.0,0.0,444.31
35.0,5.0,0.0,444.59250000000003
40.0,5.0,0.0,444.905
45.0,5.0,0.0,445.40666666666664
-45.0,10.0,0.0,445.01
-40.0,10.0,0.0,444.57
-35.0,10.0,0.0,444.21
-30.0,10.0,0.0,443.87
-25.0,10.0,0.0,443.625
-20.0,10.0,0.0,443.36
-15.0,10.0,0.0,443.22
-10.0,10.0,0.0,443.12
-5.0,10.0,0.0,443.025
0.0,10.0,0.0,443.0
5.0,10.0,0.0,443.11
10.0,10.0,0.0,443.21
15.0,10.0,0.0,443.455
20.0,10.0,0.0,443.70000000000005
25.0,10.0,0.0,443.88000000000005
30.0,10.0,0.0,444.17
35.0,10.0,0.0,444.46999999999997
40.0,10.0,0.0,444.84
45.0,10.0,0.0,445.28
-45.0,15.0,0.0,444.76000000000005
-40.0,15.0,0.0,444.36
-35.0,15.0,0.0,444.0175
-30.0,15.0,0.0,443.705
-25.0,15.0,0.0,443.48749999999995
-20.0,15.0,0.0,442.89
-15.0,15.0,0.0,442.9925
-10.0,15.0,0.0,442.765
-5.0,15.0,0.0,442.78249999999997
0.0,15.0,0.0,442.86
5.0,15.0,0.0,442.98749999999995
10.0,15.0,0.0,443.60499999999996
15.0,15.0,0.0,443.58500000000004
20.0,15.0,0.0,443.90500000000003
25.0,15.0,0.0,444.1775
30.0,15.0,0.0,444.31
35.0,15.0,0.0,444.60249999999996
40.0,15.0,0.0,445.065
45.0,15.0,0.0,445.54499999999996
-45.0,20.0,0.0,444.69
-40.0,20.0,0.0,444.3
-35.0,20.0,0.0,443.995
-30.0,20.0,0.0,443.66
-25.0,20.0,0.0,443.41
-20.0,20.0,0.0,443.28000000000003
-15.0,20.0,0.0,443.195
-10.0,20.0,0.0,443.13
-5.0,20.0,0.0,443.16
0.0,20.0,0.0,443.18
5.0,20.0,0.0,443.265
10.0,20.0,0.0,443.44
15.0,20.0,0.0,443.675
20.0,20.0,0.0,443.93
25.0,20.0,0.0,444.14500000000004
30.0,20.0,0.0,444.40000000000003
35.0,20.0,0.0,444.74499999999995
40.0,20.0,0.0,445.14
45.0,20.0,0.0,445.62
-40.0,25.0,0.0,444.17
-35.0,25.0,0.0,443.8575
-30.0,25.0,0.0,443.535
-25.0,25.0,0.0,443.31
-20.0,25.0,0.0,443.15500000000003
-15.0,25.0,0.0,443.1025
-10.0,25.0,0.0,443.08
-5.0,25.0,0.0,443.11
0.0,25.0,0.0,443.18
5.0,25.0,0.0,443.2725
10.0,25.0,0.0,443.475
15.0,25.0,0.0,443.68
20.0,25.0,0.0,443.985
25.0,25.0,0.0,444.1975
