# X,Y,Z,B0,Bx,By,Bz
0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+01,4.416299999999999955e+02
-5.000000000000000000e+00,-2.000000000000000000e+01,-4.500000000000000000e+01,4.399649999999999750e+02
0.000000000000000000e+00,-2.000000000000000000e+01,-4.500000000000000000e+01,4.396999999999999886e+02
5.000000000000000000e+00,-2.000000000000000000e+01,-4.500000000000000000e+01,4.394449999999999932e+02
-1.500000000000000000e+01,-1.500000000000000000e+01,-4.500000000000000000e+01,4.414150000000000205e+02
-1.000000000000000000e+01,-1.500000000000000000e+01,-4.500000000000000000e+01,4.407799999999999727e+02
-5.000000000000000000e+00,-1.500000000000000000e+01,-4.500000000000000000e+01,4.402899999999999636e+02
0.000000000000000000e+00,-1.500000000000000000e+01,-4.500000000000000000e+01,4.400099999999999909e+02
5.000000000000000000e+00,-1.500000000000000000e+01,-4.500000000000000000e+01,4.398574999999999591e+02
1.000000000000000000e+01,-1.500000000000000000e+01,-4.500000000000000000e+01,4.399049999999999727e+02
1.500000000000000000e+01,-1.500000000000000000e+01,-4.500000000000000000e+01,4.401499999999999773e+02
-1.500000000000000000e+01,-1.000000000000000000e+01,-4.500000000000000000e+01,4.415049999999999955e+02
-1.000000000000000000e+01,-1.000000000000000000e+01,-4.500000000000000000e+01,4.408799999999999955e+02
-5.000000000000000000e+00,-1.000000000000000000e+01,-4.500000000000000000e+01,4.404249999999999545e+02
0.000000000000000000e+00,-1.000000000000000000e+01,-4.500000000000000000e+01,4.401299999999999955e+02
5.000000000000000000e+00,-1.000000000000000000e+01,-4.500000000000000000e+01,4.400400000000000205e+02
1.000000000000000000e+01,-1.000000000000000000e+01,-4.500000000000000000e+01,4.400800000000000409e+02
1.500000000000000000e+01,-1.000000000000000000e+01,-4.500000000000000000e+01,4.403849999999999909e+02
-2.000000000000000000e+01,-5.000000000000000000e+00,-4.500000000000000000e+01,4.423550000000000182e+02
-1.500000000000000000e+01,-5.000000000000000000e+00,-4.500000000000000000e+01,4.416700000000000159e+02
-1.000000000000000000e+01,-5.000000000000000000e+00,-4.500000000000000000e+01,4.411150000000000091e+02
-5.000000000000000000e+00,-5.000000000000000000e+00,-4.500000000000000000e+01,4.407139999999999986e+02
0.000000000000000000e+00,-5.000000000000000000e+00,-4.500000000000000000e+01,4.403266666666666538e+02
5.000000000000000000e+00,-5.000000000000000000e+00,-4.500000000000000000e+01,4.401999999999999886e+02
1.000000000000000000e+01,-5.000000000000000000e+00,-4.500000000000000000e+01,4.402549999999999955e+02
1.500000000000000000e+01,-5.000000000000000000e+00,-4.500000000000000000e+01,4.404649999999999750e+02
2.000000000000000000e+01,-5.000000000000000000e+00,-4.500000000000000000e+01,4.407550000000000523e+02
-2.000000000000000000e+01,0.000000000000000000e+00,-4.500000000000000000e+01,4.423200000000000500e+02
-1.500000000000000000e+01,0.000000000000000000e+00,-4.500000000000000000e+01,4.416750000000000114e+02
-1.000000000000000000e+01,0.000000000000000000e+00,-4.500000000000000000e+01,4.410400000000000205e+02
-5.000000000000000000e+00,0.000000000000000000e+00,-4.500000000000000000e+01,4.405999999999999659e+02
5.000000000000000000e+00,0.000000000000000000e+00,-4.500000000000000000e+01,4.401366666666667129e+02
1.000000000000000000e+01,0.000000000000000000e+00,-4.500000000000000000e+01,4.402500000000000000e+02
1.500000000000000000e+01,0.000000000000000000e+00,-4.500000000000000000e+01,4.404049999999999727e+02
2.000000000000000000e+01,0.000000000000000000e+00,-4.500000000000000000e+01,4.406100000000000136e+02
-2.000000000000000000e+01,5.000000000000000000e+00,-4.500000000000000000e+01,4.417399999999999523e+02
-1.500000000000000000e+01,5.000000000000000000e+00,-4.500000000000000000e+01,4.414950000000000045e+02
-1.000000000000000000e+01,5.000000000000000000e+00,-4.500000000000000000e+01,4.408799999999999955e+02
-5.000000000000000000e+00,5.000000000000000000e+00,-4.500000000000000000e+01,4.404479999999999791e+02
0.000000000000000000e+00,5.000000000000000000e+00,-4.500000000000000000e+01,4.400966666666666924e+02
5.000000000000000000e+00,5.000000000000000000e+00,-4.500000000000000000e+01,4.399519999999999982e+02
1.000000000000000000e+01,5.000000000000000000e+00,-4.500000000000000000e+01,4.401800000000000068e+02
1.500000000000000000e+01,5.000000000000000000e+00,-4.500000000000000000e+01,4.407800000000000296e+02
2.000000000000000000e+01,5.000000000000000000e+00,-4.500000000000000000e+01,4.411899999999999977e+02
-1.500000000000000000e+01,1.000000000000000000e+01,-4.500000000000000000e+01,4.414850000000000136e+02
-1.000000000000000000e+01,1.000000000000000000e+01,-4.500000000000000000e+01,4.408199999999999932e+02
-5.000000000000000000e+00,1.000000000000000000e+01,-4.500000000000000000e+01,4.405300000000000296e+02
0.000000000000000000e+00,1.000000000000000000e+01,-4.500000000000000000e+01,4.401400000000000432e+02
5.000000000000000000e+00,1.000000000000000000e+01,-4.500000000000000000e+01,4.397249999999999659e+02
1.000000000000000000e+01,1.000000000000000000e+01,-4.500000000000000000e+01,4.396299999999999955e+02
1.500000000000000000e+01,1.000000000000000000e+01,-4.500000000000000000e+01,4.399449999999999932e+02
-1.500000000000000000e+01,1.500000000000000000e+01,-4.500000000000000000e+01,4.411649999999999636e+02
-1.000000000000000000e+01,1.500000000000000000e+01,-4.500000000000000000e+01,4.405149999999999864e+02
-5.000000000000000000e+00,1.500000000000000000e+01,-4.500000000000000000e+01,4.400674999999999955e+02
0.000000000000000000e+00,1.500000000000000000e+01,-4.500000000000000000e+01,4.398200000000000500e+02
5.000000000000000000e+00,1.500000000000000000e+01,-4.500000000000000000e+01,4.398025000000000091e+02
1.000000000000000000e+01,1.500000000000000000e+01,-4.500000000000000000e+01,4.400649999999999977e+02
1.500000000000000000e+01,1.500000000000000000e+01,-4.500000000000000000e+01,4.401725000000000136e+02
-5.000000000000000000e+00,2.000000000000000000e+01,-4.500000000000000000e+01,4.403349999999999795e+02
0.000000000000000000e+00,2.000000000000000000e+01,-4.500000000000000000e+01,4.401200000000000045e+02
5.000000000000000000e+00,2.000000000000000000e+01,-4.500000000000000000e+01,4.399100000000000250e+02
0.000000000000000000e+00,-3.000000000000000000e+01,-4.000000000000000000e+01,4.400499999999999545e+02
-1.500000000000000000e+01,-2.500000000000000000e+01,-4.000000000000000000e+01,4.415150000000000432e+02
