X,Y,Z,Mag,Bx,By,Bz
105.0,77.75,198.0,0.0458259990098167,-0.0455505995483398,0.00482054974174499,0.00138829615783691
110.0,77.75,198.0,0.0458236001685572,-0.0455471064910889,0.00482079135704041,0.00142246032953262
115.0,77.75,198.0,0.0458177200483114,-0.0455393751525879,0.00482659307479859,0.00146040420007706
120.0,77.75,198.0,0.0458080561225373,-0.0455278834533691,0.00483148790359497,0.00149885243415833
125.0,77.75,198.0,0.0457912987790176,-0.0455091429595947,0.0048369746437,0.0015377344532
85.0,82.75,198.0,0.0457909817055791,-0.045515475692749,0.00486975971984863,0.00120038256168365
90.0,82.75,198.0,0.0458089435602126,-0.0455335432891846,0.0048567449131,0.0012521080160141
95.0,82.75,198.0,0.04582029027797,-0.0455453645782471,0.00484016722679138,0.00130059517478943
100.0,82.75,198.0,0.0458247359592651,-0.0455497354431152,0.00483015732765198,0.00134074866724014
105.0,82.75,198.0,0.0458271009556731,-0.0455515268554688,0.00482380891036987,0.00138291385602951
110.0,82.75,198.0,0.0458236921214334,-0.0455467847137451,0.00482622196769714,0.00141730144929886
115.0,82.75,198.0,0.0458180870051969,-0.0455390824890137,0.00483481500244141,0.00145383175325394
120.0,82.75,198.0,0.0458075012136666,-0.0455263632202148,0.00484295252418518,0.00149105004262924
125.0,82.75,198.0,0.045791638569,-0.0455081678161621,0.0048518048210144,0.0015299721660614
85.0,87.75,198.0,0.045795052914,-0.0455201638793945,0.00486515723228455,0.00119657715797424
90.0,87.75,198.0,0.045811591464967,-0.0455365968933105,0.00485431237602234,0.00124736012649536
95.0,87.75,198.0,0.0458209458430338,-0.0455460247344971,0.00484114333724976,0.00129693485689163
100.0,87.75,198.0,0.0458255083125788,-0.045550493347168,0.00483129393959045,0.00133729832315445
105.0,87.75,198.0,0.0458253741807274,-0.0455494363555908,0.0048284084777832,0.00137849122714996
110.0,87.75,198.0,0.0458212437520375,-0.0455437376861572,0.00483278659629822,0.00141368676614761
115.0,87.75,198.0,0.0458146955717148,-0.0455347722930908,0.00484449569129944,0.00144972550582886
120.0,87.75,198.0,0.0458036162520347,-0.0455211571807861,0.00485624269866943,0.00148741975831985
125.0,87.75,198.0,0.045786592884097,-0.045501647567749,0.0048667703514,0.00152535336923599
90.0,92.75,198.0,0.0458103433633297,-0.0455363907012939,0.0048464574871,0.00123956879234314
95.0,92.75,198.0,0.0458190892373,-0.0455446855621338,0.00483806750679016,0.00128982881879807
100.0,92.75,198.0,0.0458216806204521,-0.0455467908782959,0.004831369524,0.00133196249723434
105.0,92.75,198.0,0.0458213031950493,-0.045545172164917,0.00483116452407837,0.00137439743232727
110.0,92.75,198.0,0.045816268427353,-0.0455382233428955,0.00483849669265747,0.00141053788852692
115.0,92.75,198.0,0.0458079292119747,-0.0455271098327637,0.00485326481437683,0.00144722824954987
120.0,92.75,198.0,0.0457962522844766,-0.0455125989074707,0.00486800291252136,0.0014841198182106
90.0,97.75,198.0,0.0458046694134905,-0.0455321228027344,0.00483480070495605,0.00123216691207886
95.0,97.75,198.0,0.0458129209411,-0.0455394369659424,0.00483080354881286,0.00128325486707687
100.0,97.75,198.0,0.0458155736859177,-0.0455411158905,0.00482832814025879,0.00132695251893997
105.0,97.75,198.0,0.0458133156514714,-0.0455371562194824,0.00483201651382446,0.0013707336845398
110.0,97.75,198.0,0.0458077573272838,-0.0455291790771484,0.00484357897949219,0.00140862577915192
115.0,97.75,198.0,0.0457980186951934,-0.0455162344970703,0.0048621356716156,0.00144587355041504
120.0,97.75,198.0,0.0457840213890521,-0.0454989211273193,0.00488139703559875,0.00148214499425888
100.0,102.75,198.0,0.0458036646093564,-0.0455303092041,0.00481991381835938,0.0013172191195488
105.0,102.75,198.0,0.0458005323513357,-0.0455243515930176,0.00483278079795837,0.00136616450691223
110.0,102.75,198.0,0.0457934809836902,-0.0455142435760498,0.00484994449424744,0.00140519418811798
105.0,52.75,203.0,0.0457302339634204,-0.0454540695495606,0.00481336178779602,0.00141894609928131
90.0,57.75,203.0,0.0457178176680545,-0.0454358949432373,0.00489530278205872,0.0013169334487915
95.0,57.75,203.0,0.0457338045810199,-0.0454538877258301,0.00486841445159912,0.00135037505531311
100.0,57.75,203.0,0.0457436157054691,-0.0454659147338867,0.00484037315559387,0.00137831888008118
105.0,57.75,203.0,0.0457491814324511,-0.0454728409881592,0.00481846429443359,0.0014109344592
110.0,57.75,203.0,0.0457498301439349,-0.0454741163787842,0.00480440961074829,0.00143852217912674
115.0,57.75,203.0,0.0457462603296815,-0.0454705402679443,0.00479628608322144,0.0014649033074379
120.0,57.75,203.0,0.0457382083552554,-0.0454623487854,0.00478931573486328,0.00149030240392685
85.0,62.75,203.0,0.0457103695460462,-0.0454283136444,0.00490924864959717,0.0012670758295
90.0,62.75,203.0,0.0457331398387,-0.0454527585144,0.00488653926086426,0.00129944487762451
95.0,62.75,203.0,0.0457492631206,-0.0454706595153809,0.00486084920883179,0.00133654191255569
100.0,62.75,203.0,0.0457593686191729,-0.0454825424499512,0.00483644602584839,0.00136635959863663
105.0,62.75,203.0,0.0457645841190464,-0.0454885056915283,0.0048194859848,0.001401985871315
110.0,62.75,203.0,0.0457646169185368,-0.0454887605285645,0.00480865555381775,0.001431663033
115.0,62.75,203.0,0.0457593478868574,-0.0454829933624268,0.00480424822616577,0.00146096981668472
120.0,62.75,203.0,0.045750799839794,-0.0454739323272705,0.00479997634124756,0.00148909093046188
125.0,62.75,203.0,0.0457371384146238,-0.0454598983001709,0.00479513563537598,0.0015133245306
80.0,67.75,203.0,0.0456921201724722,-0.0454110614929199,0.00491007388877869,0.00122332103252411
85.0,67.75,203.0,0.0457227971193482,-0.0454426463470459,0.00489592500686646,0.00125299150896072
90.0,67.75,203.0,0.0457459585370764,-0.0454671964874268,0.00487507481002808,0.0012885696125
95.0,67.75,203.0,0.0457610408452304,-0.0454838642883301,0.00485105820083618,0.00132596492099762
100.0,67.75,203.0,0.0457704744674783,-0.0454946224975586,0.0048302177639,0.00135818008232117
105.0,67.75,203.0,0.0457748825257574,-0.0454994034881592,0.00481665417671204,0.00139427221536636
110.0,67.75,203.0,0.0457741931785793,-0.0454984670257568,0.0048101357421875,0.0014243783197403
115.0,67.75,203.0,0.0457691749435223,-0.0454927083892822,0.0048080464515686,0.00145380457353592
120.0,67.75,203.0,0.0457593084801354,-0.0454818329467773,0.00480765761947632,0.00148445700359344
125.0,67.75,203.0,0.0457454680201467,-0.0454671695861816,0.00480573697853088,0.00151301893472672
130.0,67.75,203.0,0.0457259062113813,-0.0454466408233643,0.00480694544792175,0.0015344745631218
80.0,72.75,203.0,0.0457040662923243,-0.045424976272583,0.00489586556053162,0.0012098374691
85.0,72.75,203.0,0.0457340883386587,-0.0454556790161133,0.00488298937034607,0.00124277759933472
90.0,72.75,203.0,0.0457554754568407,-0.0454781293640137,0.00486445729255676,0.00128075722932816
95.0,72.75,203.0,0.0457697615372562,-0.0454937095489502,0.00484284915733337,0.00131919471359253
100.0,72.75,203.0,0.0457783380443484,-0.0455031779327393,0.00482585655403137,0.00135208751344681
105.0,72.75,203.0,0.0457816160916978,-0.0455065291748,0.00481508771514893,0.00138820197582245
110.0,72.75,203.0,0.0457809046924654,-0.0455052665863,0.00481160456085205,0.00141788889551163
115.0,72.75,203.0,0.0457754035461446,-0.0454986080474854,0.00481324479866028,0.00144807115221024
120.0,72.75,203.0,0.0457657184056996,-0.0454876161651611,0.0048159529132843,0.00147795613527298
125.0,72.75,203.0,0.0457510973292984,-0.0454718379821777,0.00481676731491089,0.0015078494591713
130.0,72.75,203.0,0.0457306038281698,-0.0454499493255615,0.00482098788452148,0.00153241920185089
80.0,77.75,203.0,0.0457152227051599,-0.0454378099212647,0.004883200340271,0.001200571105
85.0,77.75,203.0,0.0457426753631461,-0.0454656014556885,0.00487287287139893,0.0012355337429
90.0,77.75,203.0,0.0457627720368398,-0.0454865423126221,0.00485613052749634,0.00127427204227448
95.0,77.75,203.0,0.0457759531268348,-0.0455006573638916,0.00483751600265503,0.00131396462965012
100.0,77.75,203.0,0.0457832492083351,-0.04550857472229,0.0048232113571167,0.00134616753149033
105.0,77.75,203.0,0.045785706785963,-0.0455107273254395,0.0048158477306366,0.00138284302616119
110.0,77.75,203.0,0.0457845365722924,-0.045508873916626,0.00481403287887573,0.00141112416934967
115.0,77.75,203.0,0.0457786791782,-0.0455014566955566,0.00481958324813843,0.00144101464176178
120.0,77.75,203.0,0.0457690119437754,-0.0454901662445,0.00482536141204834,0.0014707537522316
125.0,77.75,203.0,0.0457535406097854,-0.0454731615600586,0.00482978953552246,0.00150039631652832
130.0,77.75,203.0,0.0457332284622796,-0.0454512736816406,0.0048356389541626,0.00152528758096695
75.0,82.75,203.0,0.0456892309452107,-0.0454131143341,0.00487851956176758,0.0011640093331337
80.0,82.75,203.0,0.0457228673832801,-0.0454464223022461,0.00487622763061523,0.00119402921628952
85.0,82.75,203.0,0.0457492500671634,-0.0454729869689941,0.00486706360244751,0.00123005272865295
90.0,82.75,203.0,0.0457671486516757,-0.045491443069458,0.00485284244728088,0.00126902456426621
95.0,82.75,203.0,0.0457789528728368,-0.0455038176727295,0.00483757101631164,0.0013088200802803
100.0,82.75,203.0,0.0457853280215722,-0.0455105768890381,0.00482543447113037,0.00134120670843124
105.0,82.75,203.0,0.0457865881420845,-0.0455112993164,0.00482064136123657,0.0013764828701
110.0,82.75,203.0,0.0457845566480251,-0.0455083619537353,0.00482090768241882,0.00140480207204819
115.0,82.75,203.0,0.0457784480357,-0.0455003591461182,0.00482991799736023,0.00143370648002624
120.0,82.75,203.0,0.0457681739577125,-0.045488217300415,0.00483796418952942,0.00146353570318222
125.0,82.75,203.0,0.0457532765833531,-0.0454715605163574,0.00484496246337891,0.00149192528247833
130.0,82.75,203.0,0.04573240685206,-0.0454487071228,0.00485447552871704,0.00151727541637421
135.0,82.75,203.0,0.0457056021980121,-0.0454203524627686,0.00486207435417175,0.00153423838281631
80.0,87.75,203.0,0.0457290026062,-0.0454537613677979,0.00486677873802185,0.00118815890884399
85.0,87.75,203.0,0.0457525469474,-0.0454770065612793,0.00486161248397827,0.00122562247657776
90.0,87.75,203.0,0.045769050191136,-0.0454938005065918,0.0048500168209,0.00126388595294952
95.0,87.75,203.0,0.0457792345156373,-0.0455042389984131,0.00483746483039856,0.00130440792226791
100.0,87.75,203.0,0.0457843188237,-0.0455094842834473,0.0048274617958,0.00133652647399902
105.0,87.75,203.0,0.0457849428606552,-0.0455093736877442,0.00482474410247803,0.00137103743505478
110.0,87.75,203.0,0.0457820792543815,-0.0455051810455322,0.00482869270706177,0.00140035909986496
115.0,87.75,203.0,0.04577546152238,-0.0454963569793701,0.0048406126499176,0.00142928246545792
120.0,87.75,203.0,0.045764903340099,-0.0454836842956543,0.00485134643554688,0.00145783345556259
125.0,87.75,203.0,0.045749773339046,-0.0454664583129883,0.00486177303314209,0.00148529189777374
130.0,87.75,203.0,0.0457292915840448,-0.0454437227630615,0.00487437805938721,0.00150884351301193
80.0,92.75,203.0,0.0457317156414355,-0.0454578420257568,0.00485514546203613,0.00118405084896088
85.0,92.75,203.0,0.0457531947051857,-0.0454787142181396,0.00485302018356323,0.001220481009
90.0,92.75,203.0,0.0457672307313368,-0.045492782333374,0.00484375901031494,0.00125863538551331
95.0,92.75,203.0,0.0457767741185949,-0.0455022377929687,0.00483451224136353,0.00129880557632446
100.0,92.75,203.0,0.0457802708727888,-0.045505514465332,0.00482794675827026,0.0013312717719
105.0,92.75,203.0,0.0457801963989318,-0.0455043647766113,0.0048283521862,0.00136608336782455
110.0,92.75,203.0,0.0457767543883363,-0.0454992920837402,0.00483503388595581,0.00139574694347382
115.0,92.75,203.0,0.0457692156292922,-0.0454892530212402,0.00484975955963135,0.00142435638237
120.0,92.75,203.0,0.0457580961540193,-0.0454756696624756,0.00486406785011291,0.001451783847332
125.0,92.75,203.0,0.0457426617089779,-0.0454578491516113,0.00487753691101074,0.00147806779718399
130.0,92.75,203.0,0.0457223520301795,-0.0454350454101563,0.00489319883537292,0.00149890923881531
80.0,97.75,203.0,0.045731789531535,-0.0454597253112793,0.0048385623455,0.00118248163127899
85.0,97.75,203.0,0.0457499394751321,-0.0454770371704102,0.00483901224327087,0.001216557721138
90.0,97.75,203.0,0.0457627424935494,-0.0454894435729981,0.0048339142208,0.00125395265293121
95.0,97.75,203.0,0.0457704999507592,-0.0454967972106934,0.00482777158927918,0.00129334094238281
100.0,97.75,203.0,0.0457734330085768,-0.0454990470428467,0.00482541534996033,0.00132636883401871
105.0,97.75,203.0,0.0457722728378457,-0.045496429473877,0.00482944445991516,0.00136100407028198
110.0,97.75,203.0,0.045767689411054,-0.045489841217041,0.00483954058456421,0.00139089431858063
115.0,97.75,203.0,0.0457596473256869,-0.0454788895874,0.00485809108924866,0.00141946336221695
120.0,97.75,203.0,0.0457483177217367,-0.0454647347259522,0.00487625904846191,0.00144518800163269
125.0,97.75,203.0,0.0457320825556454,-0.0454457199401855,0.00489399217033386,0.00146927010154724
130.0,97.75,203.0,0.0457130235805256,-0.0454240149993897,0.00491225335121155,0.00148632204532623
85.0,102.75,203.0,0.0457438329586276,-0.0454728971557617,0.0048207731533,0.00121409398841858
90.0,102.75,203.0,0.0457540493086902,-0.0454820946502686,0.00482149471282959,0.0012511127448
95.0,102.75,203.0,0.0457601670873,-0.0454873798675537,0.00481961796951294,0.00128935924816132
100.0,102.75,203.0,0.0457620278582,-0.0454880812530518,0.00482186758422852,0.00132183607578278
105.0,102.75,203.0,0.0457593775985,-0.0454834622650147,0.0048305356388,0.00135691710567474
110.0,102.75,203.0,0.0457541955794274,-0.0454758108673,0.0048453184452,0.00138561475372314
115.0,102.75,203.0,0.0457454737728148,-0.0454637710418701,0.00486824524497986,0.00141211953687668
120.0,102.75,203.0,0.0457333232989581,-0.0454482936248779,0.00489120694541931,0.00143720602941513
125.0,102.75,203.0,0.0457180747356187,-0.0454300831604,0.00491184729576111,0.00145727750062942
90.0,107.75,203.0,0.0457411654480213,-0.045471178237915,0.004802283826828,0.00125069430541992
95.0,107.75,203.0,0.0457449348818254,-0.0454733824005127,0.00480746635246277,0.0012879548397
100.0,107.75,203.0,0.0457452516067618,-0.0454720294036865,0.00481498485946655,0.00131852466011047
105.0,107.75,203.0,0.045742139472,-0.0454664737548828,0.00482877297401428,0.00135131023025513
110.0,107.75,203.0,0.0457359288728492,-0.045457261505127,0.0048487172164917,0.00137931420326233
115.0,107.75,203.0,0.0457270812942331,-0.0454446115875244,0.004876951622,0.00140306244516373
120.0,107.75,203.0,0.0457152728544315,-0.0454291471099854,0.00490411748695374,0.00142421792173386
105.0,112.75,203.0,0.0457194960190546,-0.0454445470123291,0.00482383464813232,0.00134017997598648
100.0,47.75,208.0,0.0456818635197163,-0.0454047803344727,0.00482074091148377,0.00141387215709686
105.0,47.75,208.0,0.0456861493119315,-0.0454105688018799,0.00480175506401062,0.00143095364952087
110.0,47.75,208.0,0.0456887738588872,-0.0454145558319,0.0047855772438,0.00144236810922623
90.0,52.75,208.0,0.0456833327704,-0.0454016477203369,0.00487851620483398,0.00136284882831573
95.0,52.75,208.0,0.0456925647335947,-0.0454128473510742,0.00485432148551941,0.0013853989739418
100.0,52.75,208.0,0.0456997196548979,-0.0454224013824463,0.00482799654769897,0.00140009946918488
105.0,52.75,208.0,0.0457037907690523,-0.0454280776062,0.0048072665863,0.00142001536417007
110.0,52.75,208.0,0.0457046683627879,-0.0454300811767578,0.00479174305152893,0.00143653505134583
115.0,52.75,208.0,0.0457037964091588,-0.0454292464752197,0.0047866417388916,0.00145211286306381
120.0,52.75,208.0,0.04570024863416,-0.0454254462432861,0.0047834336071,0.00146980330276489
80.0,57.75,208.0,0.0456569513582,-0.0453733322143555,0.0049094140892,0.00130980318832397
85.0,57.75,208.0,0.0456786921808222,-0.0453958401031494,0.0048998832359314,0.00132354257726669
90.0,57.75,208.0,0.0456947965316382,-0.0454137593841553,0.0048787583732605,0.00134261141109467
95.0,57.75,208.0,0.0457075087570734,-0.0454285080718994,0.00485372392845154,0.0013668852057457
100.0,57.75,208.0,0.0457149407071988,-0.0454380465393,0.00482906598854065,0.00138558732414246
105.0,57.75,208.0,0.0457189787832,-0.0454432939147949,0.00481098038482666,0.00140944204902649
110.0,57.75,208.0,0.0457196709626911,-0.0454448768310547,0.00479684649467468,0.00142889693593979
115.0,57.75,208.0,0.0457166400400511,-0.0454416171875,0.0047933104724884,0.00144733501672745
120.0,57.75,208.0,0.045710712419587,-0.0454354564056397,0.00478928128623962,0.00146673647212982
125.0,57.75,208.0,0.0457026870981164,-0.0454270497131348,0.00478703335571289,0.00148427558088303
130.0,57.75,208.0,0.0456922841586238,-0.0454154948883,0.00479261353111267,0.00149950365924835
80.0,62.75,208.0,0.0456634307505778,-0.0453811101074219,0.00490428155708313,0.00128521427774429
85.0,62.75,208.0,0.0456878669449589,-0.0454064012298584,0.0048933204574585,0.00130204770803452
90.0,62.75,208.0,0.0457062081658934,-0.0454263497772217,0.00487325099563599,0.00132500398302078
95.0,62.75,208.0,0.0457196613142454,-0.0454416292572,0.00484955415725708,0.00135188224935532
100.0,62.75,208.0,0.0457277882815,-0.0454515264434814,0.0048274288845,0.00137306061077118
105.0,62.75,208.0,0.0457318787642162,-0.0454564186553955,0.00481235881614685,0.00139997891235352
110.0,62.75,208.0,0.0457319102528402,-0.0454570505218506,0.00480057850837708,0.00142078119802475
115.0,62.75,208.0,0.0457279068796933,-0.045452483795166,0.00479944781494141,0.00144169522428513
120.0,62.75,208.0,0.0457202924891326,-0.0454443888244629,0.00479735517692566,0.00146220825099945
125.0,62.75,208.0,0.0457098526417426,-0.045433477142334,0.00479506086921692,0.00148228693151474
130.0,62.75,208.0,0.0456966829930715,-0.0454192974853516,0.00479871767616272,0.00149885328531265
75.0,67.75,208.0,0.0456393345198506,-0.0453584142761231,0.00489784770393372,0.001254670331
80.0,67.75,208.0,0.0456714619665,-0.0453905942230225,0.0048959430561,0.00126733414316177
85.0,67.75,208.0,0.0456969861893715,-0.0454171278991699,0.00488299926376343,0.00128660731077194
90.0,67.75,208.0,0.0457161541787131,-0.0454376582336426,0.00486463169288635,0.00131199299812317
95.0,67.75,208.0,0.0457292665363547,-0.0454523874053955,0.00484243860244751,0.0013405541706
100.0,67.75,208.0,0.0457376664469332,-0.0454622368316651,0.00482287358665466,0.00136346787261963
105.0,67.75,208.0,0.0457410682415,-0.0454661843719482,0.00481010521697998,0.00139078766584396
110.0,67.75,208.0,0.0457406205842,-0.0454659216461182,0.0048017127285,0.00141346919679642
115.0,67.75,208.0,0.0457364112828891,-0.0454609439697266,0.00480237404441834,0.0014349543395
120.0,67.75,208.0,0.0457282178080559,-0.0454520016174316,0.0048023989315,0.0014568518705368
125.0,67.75,208.0,0.0457164119185498,-0.0454394304046631,0.00480250527572632,0.00147798047447205
130.0,67.75,208.0,0.0457010347437664,-0.0454230830688477,0.00480573015403747,0.00149434228277206
135.0,67.75,208.0,0.0456824115212819,-0.0454034486999512,0.0048112610912323,0.00150377367401123
75.0,72.75,208.0,0.0456478755229578,-0.0453684849395752,0.00488851718902588,0.00123754342937469
80.0,72.75,208.0,0.0456801773916448,-0.0454008540649414,0.00488575914955139,0.00125316169691086
85.0,72.75,208.0,0.0457055642605142,-0.045427083114624,0.0048738071269989,0.00127464824867249
90.0,72.75,208.0,0.0457245271946452,-0.0454472545013428,0.00485626976203918,0.0013023399949
95.0,72.75,208.0,0.0457372162758641,-0.0454611968841553,0.00483716750335693,0.00133204394435883
100.0,72.75,208.0,0.0457450634485,-0.0454701959533691,0.00482004006576538,0.00135621666193008
105.0,72.75,208.0,0.0457482076915652,-0.0454736549682617,0.00480943621063233,0.00138366692304611
110.0,72.75,208.0,0.0457471624448804,-0.0454724508056641,0.00480442479896545,0.00140591316795349
115.0,72.75,208.0,0.0457426263041265,-0.04546684425354,0.00480762451171875,0.00142852419567108
120.0,72.75,208.0,0.0457338145862293,-0.0454570432891846,0.00480985974311829,0.00145060720539093
125.0,72.75,208.0,0.0457207698228255,-0.0454429925231934,0.00481216897201538,0.00147181979656219
130.0,72.75,208.0,0.0457044181757536,-0.0454254514312744,0.00481705613708496,0.0014893532896
135.0,72.75,208.0,0.0456837404582516,-0.0454037370910644,0.00482249765777588,0.00149943881607056
70.0,77.75,208.0,0.0456183071077452,-0.045340599899292,0.00487762561035156,0.00121190451526642
75.0,77.75,208.0,0.0456571575741,-0.0453791327514648,0.00487985179901123,0.00122368087816238
80.0,77.75,208.0,0.045688571219266,-0.0454106415863,0.00487627667236328,0.00124140911579132
85.0,77.75,208.0,0.0457123895455438,-0.0454350861358643,0.00486571180915833,0.00126505113744736
90.0,77.75,208.0,0.0457303214404662,-0.0454540204315186,0.00484990099525452,0.00129336228322983
95.0,77.75,208.0,0.0457421245632622,-0.0454668282775879,0.00483275215721131,0.00132438382816315
100.0,77.75,208.0,0.0457490879851606,-0.0454745823059,0.00481899510383606,0.00134859251308441
105.0,77.75,208.0,0.0457518675108441,-0.0454774175415,0.00481072647857666,0.00137651198101044
110.0,77.75,208.0,0.0457501156421,-0.0454752866973877,0.00480753838348389,0.0013996270031929
115.0,77.75,208.0,0.0457453528242394,-0.0454690448608399,0.00481499191093445,0.0014209564929
120.0,77.75,208.0,0.045736044433822,-0.0454585017089844,0.00481947523498535,0.0014432745013237
125.0,77.75,208.0,0.0457233031102672,-0.0454446639404297,0.004822777967453,0.0014641650629
130.0,77.75,208.0,0.0457063478353916,-0.0454262593994141,0.00483020415878296,0.00148132279109955
135.0,77.75,208.0,0.0456850890449145,-0.0454038591308594,0.00483660537528992,0.00149137034654617
140.0,77.75,208.0,0.0456590228406264,-0.0453766853485107,0.00484188961982727,0.00150296322393417
70.0,82.75,208.0,0.0456306003691789,-0.0453540964050293,0.00487016508674622,0.00119963384532928
75.0,82.75,208.0,0.0456665679094604,-0.045389648727417,0.00487253272819519,0.00121393485975265
80.0,82.75,208.0,0.0456949570372919,-0.0454179650421143,0.00487015029525757,0.00123255270671845
85.0,82.75,208.0,0.0457174623134838,-0.0454408961334229,0.00486114512825012,0.00125721399068832
90.0,82.75,208.0,0.0457339343318655,-0.0454580590667725,0.00484800930595398,0.00128624302625656
95.0,82.75,208.0,0.0457448953317695,-0.045469805847168,0.00483280382537842,0.00131765409755707
100.0,82.75,208.0,0.0457507426505516,-0.0454762396850586,0.00482083800315857,0.00134223624277115
105.0,82.75,208.0,0.0457527996158234,-0.0454780059967,0.00481578987121582,0.00137033250188828
110.0,82.75,208.0,0.04575126700024,-0.0454757605895996,0.00481609393501282,0.0013924331703186
115.0,82.75,208.0,0.0457454542833867,-0.0454683702545166,0.0048241520462,0.00141472648477554
120.0,82.75,208.0,0.0457367875967892,-0.0454581881256104,0.00483191878509522,0.00143507242488861
125.0,82.75,208.0,0.0457234702568859,-0.045443449432373,0.0048382729511261,0.00145593642377853
130.0,82.75,208.0,0.0457064367524904,-0.0454246467437744,0.00484872717094421,0.00147298120641708
135.0,82.75,208.0,0.0456846969967529,-0.045401689666748,0.0048561589756,0.00148183504247665
140.0,82.75,208.0,0.0456594327420175,-0.045375302230835,0.0048619054145813,0.0014925218667984
70.0,87.75,208.0,0.0456422441083,-0.0453668466949463,0.00486228105735779,0.00119243076038361
75.0,87.75,208.0,0.0456749494401536,-0.0453991513214111,0.0048641911602,0.00120735662221909
80.0,87.75,208.0,0.0457006780728807,-0.0454245731506348,0.00486380304527283,0.00122619343519211
85.0,87.75,208.0,0.0457207507193781,-0.0454447274932861,0.0048577543354,0.00125140409994125
90.0,87.75,208.0,0.0457353369367,-0.0454598167114258,0.0048461450634,0.0012810102663
95.0,87.75,208.0,0.0457452514766396,-0.045470310256958,0.00483299253082275,0.00131190738773346
100.0,87.75,208.0,0.045750193191875,-0.0454755477905273,0.00482364149856567,0.00133686683654785
105.0,87.75,208.0,0.0457511048489847,-0.0454759006347656,0.00482107987976074,0.00136500738191605
110.0,87.75,208.0,0.0457491723233538,-0.0454729028015137,0.00482475639724731,0.00138694080018997
115.0,87.75,208.0,0.0457431330588926,-0.0454649405670166,0.00483607550621033,0.00140917528343201
120.0,87.75,208.0,0.0457343615133158,-0.0454544270324707,0.00484598244285583,0.00142945456171036
125.0,87.75,208.0,0.0457213516954516,-0.0454396433105469,0.00485604598808289,0.00144901139783859
130.0,87.75,208.0,0.0457043596030262,-0.0454207775268555,0.00486797935295105,0.00146431984138489
135.0,87.75,208.0,0.0456838836408733,-0.0453989505157471,0.00487731452941895,0.00147116265678406
140.0,87.75,208.0,0.045659159499037,-0.0453730233001709,0.00488410908508301,0.00148090553569794
75.0,92.75,208.0,0.0456821346485123,-0.0454078705749512,0.0048517047996521,0.00120153086948395
80.0,92.75,208.0,0.0457039602705568,-0.0454290538635254,0.00485397895431519,0.00122144905281067
85.0,92.75,208.0,0.045721653370294,-0.0454465782318115,0.00485015189361572,0.00124665173244476
90.0,92.75,208.0,0.045734468551436,-0.0454597068939209,0.00484058549308777,0.0012749097557
95.0,92.75,208.0,0.0457420826154239,-0.045467545211792,0.00483049048042297,0.00130645173215866
100.0,92.75,208.0,0.0457461170243262,-0.0454715510253906,0.00482427111434937,0.00133104408788681
105.0,92.75,208.0,0.0457467205173586,-0.045471262878418,0.0048247147731781,0.00135971235656738
110.0,92.75,208.0,0.0457436922265272,-0.0454668278808594,0.00483154148292542,0.00138171917057037
115.0,92.75,208.0,0.045737808167834,-0.0454588208312988,0.0048452699337,0.00140216400432587
120.0,92.75,208.0,0.0457282476722133,-0.0454471546020508,0.00485852404022217,0.0014225040946
